0.098175 	 6.690603e+02 	 -6.071204e+02 	 3 	 0.098175 	 0.098175 
0.109763 	 4.241191e+02 	 1.367914e+02 	 12 	 0.109763 	 0.109763 
0.120239 	 3.639656e+02 	 3.649104e+02 	 12 	 0.120239 	 0.120239 
0.138840 	 6.093476e+02 	 8.743781e+02 	 6 	 0.138840 	 0.138840 
0.150803 	 4.741679e+02 	 -4.783098e+01 	 27 	 0.147262 	 0.155228 
0.169917 	 2.656237e+02 	 -7.724983e+01 	 28 	 0.162804 	 0.176987 
0.185077 	 3.046065e+02 	 1.368060e+02 	 27 	 0.183668 	 0.196350 
0.209212 	 3.618228e+02 	 5.062732e+00 	 66 	 0.202392 	 0.219525 
0.233792 	 3.169176e+02 	 6.194334e+01 	 63 	 0.224947 	 0.245437 
0.259472 	 2.813875e+02 	 -4.572821e+01 	 112 	 0.250298 	 0.268863 
0.291966 	 2.913697e+02 	 3.898305e+01 	 141 	 0.277680 	 0.302595 
0.321798 	 2.734708e+02 	 -2.644546e+01 	 168 	 0.310456 	 0.332927 
0.359262 	 2.880642e+02 	 8.719823e+00 	 289 	 0.340087 	 0.377047 
0.399997 	 2.999537e+02 	 -2.242404e+01 	 333 	 0.383385 	 0.419403 
0.446657 	 2.719939e+02 	 4.163665e-01 	 571 	 0.422266 	 0.468264 
0.496542 	 2.540737e+02 	 -3.052049e+01 	 601 	 0.473382 	 0.514833 
0.550828 	 2.770989e+02 	 -1.686765e+01 	 993 	 0.521806 	 0.578732 
0.613562 	 2.827553e+02 	 -1.361022e+01 	 1264 	 0.580810 	 0.643775 
0.682428 	 2.836038e+02 	 9.608751e+00 	 1837 	 0.645644 	 0.716407 
0.759292 	 2.898030e+02 	 2.190480e+00 	 2404 	 0.718087 	 0.797576 
0.844469 	 2.856193e+02 	 -2.425954e+01 	 3448 	 0.799085 	 0.886296 
0.940573 	 2.874253e+02 	 -1.812346e+01 	 4714 	 0.889010 	 0.987865 
1.046262 	 2.993333e+02 	 4.660346e+00 	 6412 	 0.989083 	 1.098724 
1.162847 	 2.980602e+02 	 3.525733e+00 	 8750 	 1.099820 	 1.222266 
1.292981 	 3.079414e+02 	 5.286523e+00 	 12181 	 1.223251 	 1.358577 
1.439583 	 3.197640e+02 	 -1.052020e+00 	 17009 	 1.360350 	 1.512975 
1.602112 	 3.367842e+02 	 3.501247e+00 	 23066 	 1.514567 	 1.683347 
1.781819 	 3.475720e+02 	 1.190843e+00 	 31800 	 1.684062 	 1.873055 
1.982165 	 3.746406e+02 	 -3.029164e+00 	 43880 	 1.873698 	 2.083758 
2.205600 	 4.047506e+02 	 -7.188959e-01 	 60597 	 2.084336 	 2.318047 
2.453960 	 4.525775e+02 	 -4.685806e+00 	 83151 	 2.319087 	 2.579307 
2.729797 	 5.116561e+02 	 -4.587056e+00 	 114462 	 2.579774 	 2.869409 
3.036733 	 6.048623e+02 	 3.031062e+00 	 157581 	 2.869828 	 3.192567 
3.367865 	 7.301316e+02 	 4.271119e+00 	 173402 	 3.193322 	 3.551634 
3.741598 	 9.297652e+02 	 1.759294e+01 	 154393 	 3.551974 	 3.951458 
4.147960 	 1.251642e+03 	 1.449764e+01 	 107944 	 3.951763 	 4.396268 
4.584249 	 1.766667e+03 	 -1.452364e+01 	 39277 	 4.396542 	 4.890542 
5.029868 	 2.668758e+03 	 -1.029212e+02 	 5794 	 4.891035 	 5.413206 
