0.024544 	 1.929749e+03 	 -1.800521e+03 	 3 	 0.024544 	 0.024544 
0.027441 	 3.538833e+03 	 -1.070085e+02 	 12 	 0.027441 	 0.027441 
0.030060 	 2.626927e+03 	 -1.044145e+03 	 12 	 0.030060 	 0.030060 
0.034710 	 3.981055e+03 	 4.604492e+03 	 6 	 0.034710 	 0.034710 
0.037701 	 1.986617e+03 	 -5.495799e+02 	 27 	 0.036816 	 0.038807 
0.042479 	 1.961062e+03 	 -4.733663e+02 	 28 	 0.040701 	 0.044247 
0.046269 	 2.125088e+03 	 1.139230e+03 	 27 	 0.045917 	 0.049087 
0.052303 	 1.680265e+03 	 7.618886e+01 	 66 	 0.050598 	 0.054881 
0.058448 	 2.201230e+03 	 4.678132e+02 	 63 	 0.056237 	 0.061359 
0.064868 	 1.739510e+03 	 2.729260e+02 	 112 	 0.062574 	 0.067216 
0.072992 	 1.788887e+03 	 4.451726e+02 	 141 	 0.069420 	 0.075649 
0.080449 	 1.513517e+03 	 3.308975e+02 	 168 	 0.077614 	 0.083232 
0.089816 	 1.298949e+03 	 -9.567489e+01 	 289 	 0.085022 	 0.094262 
0.099999 	 1.228887e+03 	 1.739416e+02 	 333 	 0.095846 	 0.104851 
0.111664 	 1.088623e+03 	 -1.200041e+02 	 571 	 0.105566 	 0.117066 
0.124136 	 1.099285e+03 	 2.621022e+01 	 601 	 0.118345 	 0.128708 
0.137707 	 9.931943e+02 	 -4.059893e+01 	 993 	 0.130452 	 0.144683 
0.153391 	 9.447778e+02 	 -3.437487e+01 	 1264 	 0.145202 	 0.160944 
0.170607 	 9.123645e+02 	 -1.586713e+01 	 1837 	 0.161411 	 0.179102 
0.189823 	 8.874347e+02 	 4.477007e+01 	 2404 	 0.179522 	 0.199394 
0.211117 	 8.368747e+02 	 4.608312e+01 	 3448 	 0.199771 	 0.221574 
0.235143 	 8.531283e+02 	 -5.212493e+01 	 4714 	 0.222253 	 0.246966 
0.261565 	 8.326237e+02 	 5.706723e-01 	 6412 	 0.247271 	 0.274681 
0.290712 	 8.204261e+02 	 -9.305399e+00 	 8750 	 0.274955 	 0.305567 
0.323245 	 8.438067e+02 	 -1.741520e+01 	 12181 	 0.305813 	 0.339644 
0.359896 	 8.547755e+02 	 -1.371501e+01 	 17009 	 0.340087 	 0.378244 
0.400528 	 8.748148e+02 	 2.436056e+01 	 23066 	 0.378642 	 0.420837 
0.445455 	 9.018704e+02 	 1.761581e+01 	 31800 	 0.421016 	 0.468264 
0.495541 	 9.562214e+02 	 -2.044834e+01 	 43880 	 0.468425 	 0.520940 
0.551400 	 1.034671e+03 	 1.105091e+01 	 60597 	 0.521084 	 0.579512 
0.613490 	 1.142926e+03 	 1.353378e+01 	 83151 	 0.579772 	 0.644827 
0.682449 	 1.288758e+03 	 9.217643e+00 	 114462 	 0.644944 	 0.717352 
0.759183 	 1.521878e+03 	 -1.217915e+01 	 157581 	 0.717457 	 0.798142 
0.841966 	 1.840170e+03 	 4.594652e+00 	 173402 	 0.798331 	 0.887909 
0.935399 	 2.331411e+03 	 3.991235e+00 	 154393 	 0.887993 	 0.987865 
1.036990 	 3.126962e+03 	 2.817502e+01 	 107944 	 0.987941 	 1.099067 
1.146062 	 4.455618e+03 	 1.368933e+00 	 39277 	 1.099136 	 1.222636 
1.257467 	 6.695950e+03 	 -8.609776e+01 	 5794 	 1.222759 	 1.353301 
