0.098175 	 6.313322e+02 	 2.660389e+01 	 3 	 0.098175 	 0.098175 
0.109763 	 9.757796e+02 	 -9.509712e+02 	 12 	 0.109763 	 0.109763 
0.120239 	 1.044019e+03 	 9.563686e+02 	 12 	 0.120239 	 0.120239 
0.138840 	 6.924349e+02 	 -1.173729e+03 	 6 	 0.138840 	 0.138840 
0.150803 	 1.117765e+03 	 -3.965485e+02 	 27 	 0.147262 	 0.155228 
0.169917 	 1.377643e+03 	 6.427677e+02 	 28 	 0.162804 	 0.176987 
0.185077 	 7.998586e+02 	 -2.085554e+02 	 27 	 0.183668 	 0.196350 
0.209212 	 7.190537e+02 	 -2.270043e-01 	 66 	 0.202392 	 0.219525 
0.233792 	 6.579563e+02 	 -1.371936e+02 	 63 	 0.224947 	 0.245437 
0.259472 	 7.964190e+02 	 -5.026013e+01 	 112 	 0.250298 	 0.268863 
0.291966 	 7.620834e+02 	 4.809213e+01 	 141 	 0.277680 	 0.302595 
0.321798 	 6.908439e+02 	 -9.569641e+01 	 168 	 0.310456 	 0.332927 
0.359262 	 6.995916e+02 	 4.046450e+01 	 289 	 0.340087 	 0.377047 
0.399997 	 7.993859e+02 	 -1.620016e+01 	 333 	 0.383385 	 0.419403 
0.446657 	 7.293623e+02 	 -5.386583e+01 	 571 	 0.422266 	 0.468264 
0.496542 	 6.800987e+02 	 2.880713e+01 	 601 	 0.473382 	 0.514833 
0.550828 	 7.146737e+02 	 -4.485972e+01 	 993 	 0.521806 	 0.578732 
0.613562 	 7.089257e+02 	 -9.857044e+00 	 1264 	 0.580810 	 0.643775 
0.682428 	 7.071798e+02 	 5.369685e+00 	 1837 	 0.645644 	 0.716407 
0.759292 	 7.175504e+02 	 5.243113e+00 	 2404 	 0.718087 	 0.797576 
0.844469 	 7.237116e+02 	 1.039518e+01 	 3448 	 0.799085 	 0.886296 
0.940573 	 7.340446e+02 	 3.064584e+01 	 4714 	 0.889010 	 0.987865 
1.046262 	 7.449792e+02 	 -1.137353e+01 	 6412 	 0.989083 	 1.098724 
1.162847 	 7.468749e+02 	 -1.311914e+01 	 8750 	 1.099820 	 1.222266 
1.292981 	 7.712701e+02 	 -9.002969e+00 	 12181 	 1.223251 	 1.358577 
1.439583 	 8.022564e+02 	 -1.242454e+01 	 17009 	 1.360350 	 1.512975 
1.602112 	 8.317085e+02 	 -7.771872e+00 	 23066 	 1.514567 	 1.683347 
1.781819 	 8.754299e+02 	 -1.103590e+00 	 31800 	 1.684062 	 1.873055 
1.982165 	 9.363735e+02 	 -1.110827e+00 	 43880 	 1.873698 	 2.083758 
2.205600 	 1.026654e+03 	 4.553813e+00 	 60597 	 2.084336 	 2.318047 
2.453960 	 1.131843e+03 	 5.621874e+00 	 83151 	 2.319087 	 2.579307 
2.729797 	 1.289049e+03 	 1.437903e+00 	 114462 	 2.579774 	 2.869409 
3.036733 	 1.512259e+03 	 2.753088e+00 	 157581 	 2.869828 	 3.192567 
3.367865 	 1.832138e+03 	 9.923412e+00 	 173402 	 3.193322 	 3.551634 
3.741598 	 2.326077e+03 	 -1.856304e+01 	 154393 	 3.551974 	 3.951458 
4.147960 	 3.120710e+03 	 9.663782e+00 	 107944 	 3.951763 	 4.396268 
4.584249 	 4.454985e+03 	 -1.070495e+02 	 39277 	 4.396542 	 4.890542 
5.029868 	 6.530953e+03 	 1.403526e+02 	 5794 	 4.891035 	 5.413206 
