0.024544 	 7.175499e+02 	 1.465693e+02 	 3 	 0.024544 	 0.024544 
0.027441 	 9.159495e+02 	 5.886939e+01 	 12 	 0.027441 	 0.027441 
0.030060 	 8.642135e+02 	 -1.268565e+02 	 12 	 0.030060 	 0.030060 
0.034710 	 9.802985e+02 	 -8.475004e+00 	 6 	 0.034710 	 0.034710 
0.037701 	 6.398849e+02 	 -2.632284e+02 	 27 	 0.036816 	 0.038807 
0.042479 	 7.558700e+02 	 3.539159e+02 	 28 	 0.040701 	 0.044247 
0.046269 	 6.242928e+02 	 2.222412e+02 	 27 	 0.045917 	 0.049087 
0.052303 	 5.488668e+02 	 5.941646e+01 	 66 	 0.050598 	 0.054881 
0.058448 	 5.695832e+02 	 1.147454e+02 	 63 	 0.056237 	 0.061359 
0.064868 	 5.827747e+02 	 -9.483844e+01 	 112 	 0.062574 	 0.067216 
0.072992 	 6.159966e+02 	 -2.183575e+01 	 141 	 0.069420 	 0.075649 
0.080449 	 4.941573e+02 	 -8.190152e+00 	 168 	 0.077614 	 0.083232 
0.089816 	 4.616907e+02 	 -1.768887e+01 	 289 	 0.085022 	 0.094262 
0.099999 	 4.023797e+02 	 5.071717e+01 	 333 	 0.095846 	 0.104851 
0.111664 	 4.035119e+02 	 -6.035165e+00 	 571 	 0.105566 	 0.117066 
0.124136 	 3.897971e+02 	 -2.253113e+01 	 601 	 0.118345 	 0.128708 
0.137707 	 3.762204e+02 	 4.758582e+00 	 993 	 0.130452 	 0.144683 
0.153391 	 3.562134e+02 	 5.193436e+01 	 1264 	 0.145202 	 0.160944 
0.170607 	 3.294062e+02 	 2.210953e+01 	 1837 	 0.161411 	 0.179102 
0.189823 	 3.232113e+02 	 -2.052687e+01 	 2404 	 0.179522 	 0.199394 
0.211117 	 3.293940e+02 	 1.677558e+00 	 3448 	 0.199771 	 0.221574 
0.235143 	 3.151823e+02 	 -1.726487e+01 	 4714 	 0.222253 	 0.246966 
0.261565 	 3.190301e+02 	 -1.309727e+01 	 6412 	 0.247271 	 0.274681 
0.290712 	 3.191248e+02 	 -1.017580e+01 	 8750 	 0.274955 	 0.305567 
0.323245 	 3.290440e+02 	 6.729988e+00 	 12181 	 0.305813 	 0.339644 
0.359896 	 3.360806e+02 	 -1.398267e+00 	 17009 	 0.340087 	 0.378244 
0.400528 	 3.484350e+02 	 -2.827884e+00 	 23066 	 0.378642 	 0.420837 
0.445455 	 3.610431e+02 	 7.678048e+00 	 31800 	 0.421016 	 0.468264 
0.495541 	 3.784261e+02 	 6.579003e+00 	 43880 	 0.468425 	 0.520940 
0.551400 	 4.119990e+02 	 -4.045581e+00 	 60597 	 0.521084 	 0.579512 
0.613490 	 4.548277e+02 	 -4.444108e-01 	 83151 	 0.579772 	 0.644827 
0.682449 	 5.182709e+02 	 6.152309e+00 	 114462 	 0.644944 	 0.717352 
0.759183 	 6.042268e+02 	 -1.883842e+00 	 157581 	 0.717457 	 0.798142 
0.841966 	 7.342048e+02 	 5.219554e+00 	 173402 	 0.798331 	 0.887909 
0.935399 	 9.324914e+02 	 -1.599646e+00 	 154393 	 0.887993 	 0.987865 
1.036990 	 1.259183e+03 	 2.304418e+01 	 107944 	 0.987941 	 1.099067 
1.146062 	 1.764276e+03 	 -1.373223e+01 	 39277 	 1.099136 	 1.222636 
1.257467 	 2.621094e+03 	 -3.698510e+02 	 5794 	 1.222759 	 1.353301 
