0.053723 	 1.549887e+03 	 1.070687e+03 	 2.947111e+02 	 15 	 0.049087 	 0.054881 
0.072428 	 1.239035e+03 	 9.980354e+02 	 1.862693e+02 	 21 	 0.069420 	 0.073631 
0.080296 	 1.058229e+03 	 6.355621e+02 	 2.820452e+02 	 28 	 0.077614 	 0.085022 
0.091294 	 8.429588e+02 	 4.212636e+02 	 -3.316224e+02 	 39 	 0.088494 	 0.098175 
0.107694 	 6.398619e+02 	 4.127875e+02 	 1.488431e+02 	 102 	 0.101196 	 0.115120 
0.126850 	 5.876224e+02 	 3.965783e+02 	 -2.676996e+01 	 115 	 0.120239 	 0.132172 
0.144303 	 4.418781e+02 	 2.326793e+02 	 7.092007e+01 	 165 	 0.134431 	 0.151297 
0.165955 	 3.386634e+02 	 2.280508e+02 	 4.573137e+00 	 277 	 0.155228 	 0.176987 
0.192766 	 2.719301e+02 	 1.704527e+02 	 3.560956e+01 	 471 	 0.178681 	 0.205347 
0.222893 	 2.106384e+02 	 1.380457e+02 	 3.465961e+01 	 637 	 0.208260 	 0.236691 
0.255915 	 1.600164e+02 	 1.187239e+02 	 5.047220e+00 	 976 	 0.237960 	 0.272203 
0.296048 	 1.237236e+02 	 8.741021e+01 	 1.632225e+01 	 1651 	 0.274407 	 0.316223 
0.342373 	 8.900529e+01 	 6.066438e+01 	 1.382117e+01 	 2380 	 0.318123 	 0.364868 
0.394852 	 7.010881e+01 	 4.141155e+01 	 5.571571e+00 	 3721 	 0.365693 	 0.420837 
0.455762 	 5.180226e+01 	 3.086599e+01 	 7.089660e+00 	 5714 	 0.422266 	 0.486560 
0.525958 	 3.974389e+01 	 2.278631e+01 	 3.848487e+00 	 8753 	 0.487178 	 0.561294 
0.606801 	 2.962400e+01 	 1.389675e+01 	 4.120835e+00 	 13436 	 0.561831 	 0.647972 
0.700513 	 2.297335e+01 	 1.062893e+01 	 4.900927e+00 	 20834 	 0.648437 	 0.748080 
0.808953 	 1.746219e+01 	 7.756976e+00 	 4.915666e+00 	 32025 	 0.748482 	 0.863575 
0.933982 	 1.339637e+01 	 6.519850e+00 	 4.989680e+00 	 49227 	 0.864273 	 0.996970 
1.077899 	 1.024809e+01 	 5.857199e+00 	 4.710736e+00 	 75376 	 0.997272 	 1.150678 
1.243725 	 8.046720e+00 	 5.530083e+00 	 4.563297e+00 	 115822 	 1.151201 	 1.327630 
1.435465 	 6.761426e+00 	 5.898271e+00 	 5.322011e+00 	 178628 	 1.328310 	 1.532950 
1.648246 	 6.497751e+00 	 6.146250e+00 	 5.441652e+00 	 233075 	 1.533146 	 1.769360 
1.895396 	 6.315398e+00 	 5.618530e+00 	 2.651125e+00 	 200408 	 1.769530 	 2.042147 
2.161181 	 8.215078e+00 	 9.483970e+00 	 5.828236e+00 	 99207 	 2.042295 	 2.356834 
2.447001 	 7.018780e+00 	 4.856745e-01 	 -3.413835e+00 	 13703 	 2.357217 	 2.706603 
