0.00419	74903.2383333	39617.3639136
0.00592	99323.4816667	43602.3063389
0.00774	94341.8233333	35937.2272508
0.00981	122089.666667	11403.1812815
0.01185	120583.618333	31982.2442105
0.01331	131242.633333	11738.9269626
0.01622	123689.035	16499.9899434
0.01924	132332.433333	11344.3167896
0.02321	112135.821667	11207.0848684
0.02794	94580.3633333	4387.43692376
0.03356	79399.9316667	3076.75085014
0.04023	67285.3583333	2190.61508593
0.04814	56254.9766667	1263.98851869
0.05758	49166.9066667	1017.02696858
0.06886	42036.0333333	405.413264652
0.08244	33248.48	236.871234288
0.09875	25927.745	211.076377389
0.11826	22068.2333333	79.7981962341
0.14157	17931.3033333	110.810083727
0.16946	14830.8166667	68.8353459754
0.20294	12456.4216667	65.2941034644
0.24295	10560.2266667	31.3655823404
0.29084	9168.185	26.6679161666
0.34825	8228.624	31.4447956001
0.41694	7826.37866667	23.6556132145
0.45229	7695.61783333	39.2812563802
0.56717	6903.204	23.1742727106
0.71102	6363.06566667	12.3045378982
0.89148	6045.53933333	26.3804305668
1.11795	5899.09666667	10.6931895096
