1.000000 	0.751910 	-0.174681 	0.238340 	-0.425601 	-0.231985 	-0.199267 	-0.333945 	-0.113661 	-0.427860 	-0.107930 	0.081191 	0.729432 	-0.211723 	0.427688 	0.035332 	-0.197132 	-0.443933 	0.505184 	0.300370 	-0.661286 	-0.104780 	0.104217 	0.066342 	0.186873 	-0.034793 	0.045409 	0.330316 	
0.751910 	1.000000 	0.205017 	0.658902 	-0.003148 	-0.319521 	0.387896 	-0.214782 	-0.597204 	-0.106459 	-0.456211 	-0.033045 	0.653619 	-0.155986 	0.580773 	0.529796 	-0.390235 	-0.246702 	0.447852 	0.467077 	-0.461300 	0.096452 	0.337575 	0.178413 	0.340709 	0.135988 	0.156677 	0.219755 	
-0.174681 	0.205017 	1.000000 	0.104434 	0.727050 	-0.028347 	0.664649 	-0.587668 	-0.290078 	0.583737 	-0.144697 	-0.633544 	0.189621 	-0.285803 	-0.507453 	0.168636 	0.139477 	0.066695 	-0.243665 	-0.349854 	-0.211341 	-0.044092 	0.281059 	0.285888 	0.079554 	0.298860 	0.079159 	-0.182040 	
0.238340 	0.658902 	0.104434 	1.000000 	0.071677 	0.063745 	0.240461 	-0.064818 	-0.908077 	0.014259 	-0.630063 	0.247368 	0.369742 	0.543261 	0.630263 	0.944534 	-0.328181 	0.152021 	0.170882 	0.681086 	0.015018 	0.224633 	0.393680 	0.358801 	0.548400 	0.249385 	0.127271 	0.164460 	
-0.425601 	-0.003148 	0.727050 	0.071677 	1.000000 	0.345891 	0.640162 	-0.192389 	-0.281349 	0.232912 	0.091580 	-0.662687 	0.065425 	-0.161891 	-0.391608 	0.178169 	-0.256359 	0.607750 	-0.541608 	-0.175572 	0.059269 	-0.046466 	0.164290 	0.151253 	0.043504 	0.428670 	0.168063 	-0.206405 	
-0.231985 	-0.319521 	-0.028347 	0.063745 	0.345891 	1.000000 	-0.387142 	-0.212580 	-0.064395 	-0.346847 	0.371701 	-0.157906 	0.222586 	0.526423 	-0.247701 	0.039029 	-0.113249 	0.706335 	-0.608339 	0.123442 	0.115636 	-0.168832 	0.040703 	0.236886 	0.284095 	0.381387 	0.132374 	0.084040 	
-0.199267 	0.387896 	0.664649 	0.240461 	0.640162 	-0.387142 	1.000000 	0.100035 	-0.369330 	0.480657 	-0.317244 	-0.390242 	-0.081692 	-0.435390 	0.045686 	0.354853 	-0.240279 	0.090988 	0.036969 	-0.044098 	0.068930 	0.229386 	0.311784 	0.047189 	0.032150 	0.207375 	0.191144 	-0.194741 	
-0.333945 	-0.214782 	-0.587668 	-0.064818 	-0.192389 	-0.212580 	0.100035 	1.000000 	0.161485 	-0.078585 	-0.015956 	0.449845 	-0.616149 	0.070180 	0.482246 	0.015067 	-0.224669 	0.112493 	0.185374 	0.331914 	0.600798 	0.349959 	-0.064126 	-0.303306 	-0.090255 	-0.100198 	0.144442 	-0.006354 	
-0.113661 	-0.597204 	-0.290078 	-0.908077 	-0.281349 	-0.064395 	-0.369330 	0.161485 	1.000000 	0.013848 	0.729337 	0.099185 	-0.355292 	-0.408264 	-0.433857 	-0.923863 	0.488807 	-0.214766 	0.096414 	-0.415799 	0.127867 	0.037760 	-0.181288 	-0.135359 	-0.298521 	-0.070809 	0.129920 	0.134048 	
-0.427860 	-0.106459 	0.583737 	0.014259 	0.232912 	-0.346847 	0.480657 	-0.078585 	0.013848 	1.000000 	-0.114544 	0.121994 	-0.329104 	-0.041363 	-0.301804 	0.106199 	0.619705 	-0.293575 	0.169847 	-0.218750 	0.302067 	0.374139 	0.318969 	0.338641 	0.102733 	0.184851 	0.197742 	-0.011819 	
