-0.107930 	-0.456211 	-0.144697 	-0.630063 	0.091580 	0.371701 	-0.317244 	-0.015956 	0.729337 	-0.114544 	1.000000 	-0.009359 	-0.057318 	-0.258888 	-0.350088 	-0.692223 	0.226521 	0.187993 	-0.250955 	-0.274497 	0.052993 	-0.115720 	-0.154317 	0.012797 	-0.158284 	0.139329 	0.212103 	0.227724 	
0.081191 	-0.033045 	-0.633544 	0.247368 	-0.662687 	-0.157906 	-0.390242 	0.449845 	0.099185 	0.121994 	-0.009359 	1.000000 	-0.204648 	0.478625 	0.534139 	0.169416 	0.332019 	-0.270774 	0.567198 	0.533146 	0.449064 	0.471813 	0.179788 	0.249614 	0.313307 	0.033327 	0.262737 	0.454880 	
0.729432 	0.653619 	0.189621 	0.369742 	0.065425 	0.222586 	-0.081692 	-0.616149 	-0.355292 	-0.329104 	-0.057318 	-0.204648 	1.000000 	-0.041228 	0.126099 	0.221922 	-0.304600 	-0.090423 	-0.006105 	0.164303 	-0.688927 	-0.344863 	0.036584 	0.113123 	0.183305 	0.092399 	-0.079791 	0.065981 	
-0.211723 	-0.155986 	-0.285803 	0.543261 	-0.161891 	0.526423 	-0.435390 	0.070180 	-0.408264 	-0.041363 	-0.258888 	0.478625 	-0.041228 	1.000000 	0.245323 	0.529932 	0.095972 	0.304018 	-0.121595 	0.509351 	0.366612 	0.183094 	0.183992 	0.349263 	0.471161 	0.228870 	0.057690 	0.148850 	
0.427688 	0.580773 	-0.507453 	0.630263 	-0.391608 	-0.247701 	0.045686 	0.482246 	-0.433857 	-0.301804 	-0.350088 	0.534139 	0.126099 	0.245323 	1.000000 	0.543098 	-0.459870 	-0.059870 	0.449910 	0.762592 	0.067755 	0.239608 	0.171728 	-0.014668 	0.289215 	-0.031072 	0.133478 	0.236896 	
0.035332 	0.529796 	0.168636 	0.944534 	0.178169 	0.039029 	0.354853 	0.015067 	-0.923863 	0.106199 	-0.692223 	0.169416 	0.221922 	0.529932 	0.543098 	1.000000 	-0.350135 	0.187808 	0.033866 	0.540452 	0.078140 	0.161272 	0.323591 	0.259465 	0.434225 	0.183717 	0.022811 	-0.048038 	
-0.197132 	-0.390235 	0.139477 	-0.328181 	-0.256359 	-0.113249 	-0.240279 	-0.224669 	0.488807 	0.619705 	0.226521 	0.332019 	-0.304600 	0.095972 	-0.459870 	-0.350135 	1.000000 	-0.365865 	0.310616 	-0.205815 	0.314102 	0.410537 	0.332173 	0.507399 	0.245017 	0.219555 	0.321634 	0.384156 	
-0.443933 	-0.246702 	0.066695 	0.152021 	0.607750 	0.706335 	0.090988 	0.112493 	-0.214766 	-0.293575 	0.187993 	-0.270774 	-0.090423 	0.304018 	-0.059870 	0.187808 	-0.365865 	1.000000 	-0.558296 	0.263144 	0.380156 	0.040383 	0.186954 	0.192087 	0.268434 	0.487821 	0.256952 	0.023629 	
0.505184 	0.447852 	-0.243665 	0.170882 	-0.541608 	-0.608339 	0.036969 	0.185374 	0.096414 	0.169847 	-0.250955 	0.567198 	-0.006105 	-0.121595 	0.449910 	0.033866 	0.310616 	-0.558296 	1.000000 	0.428042 	0.115898 	0.658011 	0.461357 	0.348497 	0.377583 	0.149790 	0.473357 	0.610537 	
0.300370 	0.467077 	-0.349854 	0.681086 	-0.175572 	0.123442 	-0.044098 	0.331914 	-0.415799 	-0.218750 	-0.274497 	0.533146 	0.164303 	0.509351 	0.762592 	0.540452 	-0.205815 	0.263144 	0.428042 	1.000000 	0.341794 	0.539932 	0.561996 	0.463414 	0.733570 	0.513976 	0.549146 	0.553675 	
-0.661286 	-0.461300 	-0.211341 	0.015018 	0.059269 	0.115636 	0.068930 	0.600798 	0.127867 	0.302067 	0.052993 	0.449064 	-0.688927 	0.366612 	0.067755 	0.078140 	0.314102 	0.380156 	0.115898 	0.341794 	1.000000 	0.691985 	0.379344 	0.326343 	0.360059 	0.376448 	0.504053 	0.292458 	
-0.104780 	0.096452 	-0.044092 	0.224633 	-0.046466 	-0.168832 	0.229386 	0.349959 	0.037760 	0.374139 	-0.115720 	0.471813 	-0.344863 	0.183094 	0.239608 	0.161272 	0.410537 	0.040383 	0.658011 	0.539932 	0.691985 	1.000000 	0.761398 	0.653425 	0.678357 	0.620100 	0.810366 	0.670501 	
0.104217 	0.337575 	0.281059 	0.393680 	0.164290 	0.040703 	0.311784 	-0.064126 	-0.181288 	0.318969 	-0.154317 	0.179788 	0.036584 	0.183992 	0.171728 	0.323591 	0.332173 	0.186954 	0.461357 	0.561996 	0.379344 	0.761398 	1.000000 	0.855792 	0.916522 	0.854610 	0.856825 	0.640244 	
0.066342 	0.178413 	0.285888 	0.358801 	0.151253 	0.236886 	0.047189 	-0.303306 	-0.135359 	0.338641 	0.012797 	0.249614 	0.113123 	0.349263 	-0.014668 	0.259465 	0.507399 	0.192087 	0.348497 	0.463414 	0.326343 	0.653425 	0.855792 	1.000000 	0.868603 	0.838095 	0.795543 	0.747198 	
0.186873 	0.340709 	0.079554 	0.548400 	0.043504 	0.284095 	0.032150 	-0.090255 	-0.298521 	0.102733 	-0.158284 	0.313307 	0.183305 	0.471161 	0.289215 	0.434225 	0.245017 	0.268434 	0.377583 	0.733570 	0.360059 	0.678357 	0.916522 	0.868603 	1.000000 	0.831057 	0.791290 	0.701479 	
-0.034793 	0.135988 	0.298860 	0.249385 	0.428670 	0.381387 	0.207375 	-0.100198 	-0.070809 	0.184851 	0.139329 	0.033327 	0.092399 	0.228870 	-0.031072 	0.183717 	0.219555 	0.487821 	0.149790 	0.513976 	0.376448 	0.620100 	0.854610 	0.838095 	0.831057 	1.000000 	0.861644 	0.585184 	
0.045409 	0.156677 	0.079159 	0.127271 	0.168063 	0.132374 	0.191144 	0.144442 	0.129920 	0.197742 	0.212103 	0.262737 	-0.079791 	0.057690 	0.133478 	0.022811 	0.321634 	0.256952 	0.473357 	0.549146 	0.504053 	0.810366 	0.856825 	0.795543 	0.791290 	0.861644 	1.000000 	0.814944 	
0.330316 	0.219755 	-0.182040 	0.164460 	-0.206405 	0.084040 	-0.194741 	-0.006354 	0.134048 	-0.011819 	0.227724 	0.454880 	0.065981 	0.148850 	0.236896 	-0.048038 	0.384156 	0.023629 	0.610537 	0.553675 	0.292458 	0.670501 	0.640244 	0.747198 	0.701479 	0.585184 	0.814944 	1.000000 	
