0.02222 	 112333.81847 	 38057.67013 	 118
0.02570 	 105785.48845 	 32701.61659 	 219
0.02962 	 91396.23064 	 15534.64064 	 301
0.03374 	 92555.12517 	 31476.78517 	 405
0.03843 	 79491.96485 	 17873.43948 	 655
0.04409 	 61599.42940 	 17988.30464 	 988
0.05046 	 57366.24383 	 12801.00815 	 1471
0.05773 	 52570.90479 	 16407.83105 	 2188
0.06608 	 45325.66708 	 16154.10914 	 3316
0.07550 	 37294.33042 	 12856.24908 	 4793
0.08618 	 29630.96748 	 10356.79045 	 7222
0.09860 	 24159.61039 	 9471.04825 	 11000
0.11849 	 17968.94285 	 3609.60650 	 301
0.13498 	 18185.20335 	 8618.93579 	 405
0.15374 	 13171.40125 	 5724.08760 	 655
0.17635 	 12142.76604 	 4536.02736 	 988
0.20184 	 9019.64166 	 4866.59777 	 1471
0.23091 	 7765.36513 	 1947.60581 	 2188
0.26434 	 5878.33741 	 3489.01920 	 3316
0.30201 	 4565.99526 	 2201.74090 	 4793
0.34472 	 4282.03213 	 2228.87229 	 7222
0.39439 	 3279.34460 	 1855.70188 	 11000
0.45166 	 2766.57550 	 1364.20205 	 16559
0.51673 	 2175.59830 	 1129.78629 	 24422
0.59082 	 1846.30736 	 825.90502 	 36645
0.67556 	 1580.73538 	 501.13117 	 54651
0.77263 	 1502.17614 	 397.59815 	 82129
0.88391 	 1510.78798 	 314.04154 	 123055
