0.020000 	 5.127847e-02 
0.020155 	 5.182108e-02 
0.020310 	 5.227683e-02 
0.020467 	 5.266189e-02 
0.020626 	 5.299541e-02 
0.020785 	 5.329974e-02 
0.020946 	 5.360075e-02 
0.021108 	 5.392820e-02 
0.021271 	 5.431600e-02 
0.021435 	 5.480266e-02 
0.021601 	 5.543169e-02 
0.021768 	 5.625196e-02 
0.021936 	 5.731825e-02 
0.022106 	 5.869167e-02 
0.022277 	 6.043303e-02 
0.022449 	 6.255208e-02 
0.022623 	 6.502991e-02 
0.022797 	 6.784217e-02 
0.022974 	 7.095876e-02 
0.023151 	 7.434317e-02 
0.023330 	 7.795190e-02 
0.023511 	 8.173377e-02 
0.023692 	 8.562919e-02 
0.023876 	 8.956938e-02 
0.024060 	 9.347554e-02 
0.024246 	 9.725794e-02 
0.024434 	 1.008150e-01 
0.024622 	 1.040321e-01 
0.024813 	 1.067808e-01 
0.025005 	 1.089204e-01 
0.025198 	 1.103840e-01 
0.025393 	 1.111991e-01 
0.025589 	 1.114077e-01 
0.025787 	 1.110626e-01 
0.025986 	 1.102282e-01 
0.026187 	 1.089823e-01 
0.026390 	 1.074167e-01 
0.026594 	 1.056392e-01 
0.026799 	 1.037745e-01 
0.027006 	 1.019662e-01 
0.027215 	 1.003785e-01 
0.027425 	 9.919769e-02 
0.027637 	 9.861990e-02 
0.027851 	 9.871410e-02 
0.028066 	 9.946404e-02 
0.028283 	 1.008449e-01 
0.028502 	 1.028235e-01 
0.028722 	 1.053572e-01 
0.028944 	 1.083933e-01 
0.029168 	 1.118675e-01 
0.029394 	 1.157032e-01 
0.029621 	 1.198101e-01 
0.029850 	 1.240830e-01 
0.030081 	 1.284001e-01 
0.030313 	 1.326221e-01 
0.030548 	 1.365898e-01 
0.030784 	 1.401267e-01 
0.031022 	 1.431347e-01 
0.031262 	 1.456208e-01 
0.031503 	 1.476032e-01 
0.031747 	 1.491068e-01 
0.031992 	 1.501642e-01 
0.032239 	 1.508160e-01 
0.032489 	 1.511117e-01 
0.032740 	 1.511111e-01 
0.032993 	 1.508847e-01 
0.033248 	 1.505151e-01 
0.033505 	 1.500978e-01 
0.033764 	 1.497428e-01 
0.034025 	 1.495757e-01 
0.034288 	 1.497337e-01 
0.034553 	 1.502853e-01 
0.034820 	 1.512351e-01 
0.035089 	 1.525834e-01 
0.035361 	 1.543275e-01 
0.035634 	 1.564612e-01 
0.035910 	 1.589747e-01 
0.036187 	 1.618540e-01 
0.036467 	 1.650805e-01 
0.036749 	 1.686304e-01 
0.037033 	 1.724745e-01 
0.037319 	 1.765771e-01 
0.037608 	 1.808959e-01 
0.037898 	 1.853810e-01 
0.038191 	 1.899747e-01 
0.038487 	 1.946306e-01 
0.038784 	 1.993354e-01 
0.039084 	 2.040787e-01 
0.039386 	 2.088487e-01 
0.039691 	 2.136321e-01 
0.039998 	 2.184143e-01 
0.040307 	 2.231785e-01 
0.040618 	 2.279068e-01 
0.040932 	 2.325787e-01 
0.041249 	 2.371719e-01 
0.041568 	 2.416619e-01 
0.041889 	 2.460215e-01 
0.042213 	 2.502212e-01 
0.042539 	 2.542295e-01 
0.042868 	 2.580338e-01 
0.043199 	 2.616438e-01 
0.043533 	 2.650732e-01 
0.043870 	 2.683393e-01 
0.044209 	 2.714634e-01 
0.044551 	 2.744714e-01 
0.044895 	 2.773939e-01 
0.045242 	 2.802668e-01 
0.045592 	 2.831320e-01 
0.045945 	 2.860375e-01 
0.046300 	 2.890386e-01 
0.046658 	 2.921979e-01 
0.047018 	 2.955863e-01 
0.047382 	 2.992683e-01 
0.047748 	 3.032591e-01 
0.048117 	 3.075609e-01 
0.048489 	 3.121743e-01 
0.048864 	 3.170979e-01 
0.049242 	 3.223279e-01 
0.049623 	 3.278585e-01 
0.050006 	 3.336808e-01 
0.050393 	 3.397832e-01 
0.050782 	 3.461505e-01 
0.051175 	 3.527639e-01 
0.051570 	 3.596009e-01 
0.051969 	 3.666340e-01 
0.052371 	 3.738314e-01 
0.052776 	 3.811636e-01 
0.053184 	 3.886265e-01 
0.053595 	 3.962220e-01 
0.054009 	 4.039520e-01 
0.054427 	 4.118186e-01 
0.054848 	 4.198237e-01 
0.055272 	 4.279692e-01 
0.055699 	 4.362573e-01 
0.056129 	 4.446899e-01 
0.056563 	 4.532691e-01 
0.057001 	 4.619970e-01 
0.057441 	 4.708755e-01 
0.057885 	 4.799069e-01 
0.058333 	 4.890931e-01 
0.058784 	 4.984329e-01 
0.059238 	 5.079172e-01 
0.059696 	 5.175343e-01 
0.060158 	 5.272708e-01 
0.060623 	 5.371112e-01 
0.061091 	 5.470379e-01 
0.061564 	 5.570309e-01 
0.062040 	 5.670678e-01 
0.062519 	 5.771232e-01 
0.063002 	 5.871689e-01 
0.063490 	 5.971734e-01 
0.063980 	 6.071018e-01 
0.064475 	 6.169154e-01 
0.064973 	 6.265716e-01 
0.065476 	 6.360435e-01 
0.065982 	 6.453309e-01 
0.066492 	 6.544385e-01 
0.067006 	 6.633734e-01 
0.067524 	 6.721458e-01 
0.068046 	 6.807692e-01 
0.068572 	 6.892610e-01 
0.069102 	 6.976423e-01 
0.069636 	 7.059389e-01 
0.070175 	 7.141815e-01 
0.070717 	 7.224062e-01 
0.071264 	 7.306550e-01 
0.071815 	 7.389762e-01 
0.072370 	 7.474237e-01 
0.072929 	 7.560257e-01 
0.073493 	 7.647843e-01 
0.074061 	 7.737003e-01 
0.074634 	 7.827738e-01 
0.075211 	 7.920041e-01 
0.075792 	 8.013900e-01 
0.076378 	 8.109289e-01 
0.076969 	 8.206177e-01 
0.077564 	 8.304518e-01 
0.078163 	 8.404256e-01 
0.078768 	 8.505319e-01 
0.079377 	 8.607623e-01 
0.079990 	 8.711064e-01 
0.080609 	 8.815527e-01 
0.081232 	 8.920974e-01 
0.081860 	 9.027444e-01 
0.082493 	 9.134982e-01 
0.083130 	 9.243639e-01 
0.083773 	 9.353470e-01 
0.084421 	 9.464535e-01 
0.085073 	 9.576899e-01 
0.085731 	 9.690633e-01 
0.086394 	 9.805816e-01 
0.087061 	 9.922529e-01 
0.087735 	 1.004086e+00 
0.088413 	 1.016092e+00 
0.089096 	 1.028280e+00 
0.089785 	 1.040663e+00 
0.090479 	 1.053254e+00 
0.091179 	 1.066072e+00 
0.091883 	 1.079133e+00 
