0.00419 	 36332.01503 	 -13413.80206 	 3
0.00592 	 40737.01902 	 -85427.05090 	 6
0.00774 	 51226.89103 	 22136.69194 	 7
0.00981 	 117300.94882 	 -51999.27054 	 24
0.01185 	 84440.00138 	 84811.38777 	 6
0.01331 	 98112.88171 	 -5331.02775 	 43
0.01622 	 109556.29452 	 31400.39120 	 63
0.01924 	 97594.08760 	 -3242.14736 	 105
0.02321 	 108087.52380 	 18256.15035 	 205
0.02794 	 78876.66322 	 652.14162 	 325
0.03356 	 70267.41874 	 3335.13820 	 601
0.04023 	 57335.16287 	 4374.34792 	 960
0.04814 	 50054.12565 	 -3598.52107 	 1712
0.05758 	 41106.27922 	 -848.18306 	 2842
0.06886 	 36065.23427 	 -50.98733 	 4949
0.08244 	 28643.80679 	 357.24051 	 8474
0.09875 	 22151.02591 	 -185.84598 	 14666
0.11826 	 19139.96476 	 -126.59921 	 25029
0.14157 	 15656.77742 	 226.06104 	 42958
0.16946 	 13068.28965 	 71.49555 	 73561
0.20294 	 11115.15709 	 17.90910 	 127031
0.24295 	 9543.01313 	 3.71415 	 216600
0.29084 	 8436.89066 	 -21.43848 	 372889
0.34825 	 7725.47048 	 30.69292 	 639909
0.41694 	 7488.59150 	 54.04124 	 1097497
0.49916 	 8255.84625 	 0.60427 	 1883342
0.56717 	 6689.81915 	 152.73638 	 53770
0.71102 	 6325.66349 	 23.22206 	 105777
0.89148 	 6059.93650 	 -46.60405 	 208872
1.11795 	 5943.13022 	 3.55455 	 411987
