0.027441 	 1.791728e+03 	 -8.430155e+02 	 -3.762662e+02 	 12 	 0.027441 	 0.027441 
0.037701 	 1.033436e+03 	 1.968545e+02 	 -1.891190e+02 	 27 	 0.036816 	 0.038807 
0.042479 	 1.024591e+03 	 2.850813e+02 	 1.239523e+03 	 28 	 0.040701 	 0.044247 
0.046269 	 8.230315e+02 	 -2.748723e+02 	 -4.992652e+00 	 27 	 0.045917 	 0.049087 
0.052303 	 1.064678e+03 	 -2.536042e+02 	 -1.713804e+02 	 66 	 0.050598 	 0.054881 
0.058448 	 7.684943e+02 	 4.230082e+02 	 1.528835e+01 	 63 	 0.056237 	 0.061359 
0.064868 	 1.065859e+03 	 -1.972286e+02 	 1.505195e+02 	 112 	 0.062574 	 0.067216 
0.072992 	 7.592279e+02 	 1.928554e+02 	 -2.394020e+01 	 141 	 0.069420 	 0.075649 
0.080476 	 9.438060e+02 	 1.182363e+02 	 -1.817743e+02 	 169 	 0.077614 	 0.085022 
0.089832 	 9.637788e+02 	 5.823403e+01 	 -9.293644e+01 	 288 	 0.085022 	 0.094262 
0.099999 	 8.361499e+02 	 7.736836e+01 	 -7.514648e+01 	 333 	 0.095846 	 0.104851 
0.111664 	 8.712404e+02 	 3.073305e+01 	 -7.714758e+01 	 571 	 0.105566 	 0.117066 
0.124136 	 8.356246e+02 	 9.041018e+00 	 -9.139349e+01 	 601 	 0.118345 	 0.128708 
0.137707 	 9.211250e+02 	 -1.681198e+02 	 1.061238e+02 	 993 	 0.130452 	 0.144683 
0.153391 	 8.536629e+02 	 -1.595069e+01 	 8.730219e+01 	 1264 	 0.145202 	 0.160944 
0.170607 	 8.641287e+02 	 -2.637793e+01 	 -3.415600e+00 	 1837 	 0.161411 	 0.179102 
0.189823 	 8.675696e+02 	 -1.793328e+01 	 -3.207096e+01 	 2404 	 0.179522 	 0.199394 
0.211117 	 8.499512e+02 	 3.986275e+01 	 -3.894971e+01 	 3448 	 0.199771 	 0.221574 
0.235143 	 8.580070e+02 	 2.445491e+01 	 9.461415e+00 	 4714 	 0.222253 	 0.246966 
0.261565 	 8.898306e+02 	 6.239146e+00 	 1.634804e+01 	 6412 	 0.247271 	 0.274681 
0.290712 	 8.957546e+02 	 6.206664e+00 	 -9.707349e+00 	 8750 	 0.274955 	 0.305567 
0.323245 	 9.180629e+02 	 -3.758682e+00 	 2.649283e+01 	 12181 	 0.305813 	 0.339644 
0.359896 	 9.357552e+02 	 1.913380e+01 	 3.690344e+00 	 17009 	 0.340087 	 0.378244 
0.400528 	 9.678490e+02 	 -4.409104e+00 	 1.378011e+01 	 23066 	 0.378642 	 0.420837 
0.445455 	 1.027896e+03 	 -1.767633e+01 	 -1.718721e+01 	 31800 	 0.421016 	 0.468264 
0.495541 	 1.096069e+03 	 -6.649180e+00 	 -1.672356e+01 	 43880 	 0.468425 	 0.520940 
0.551400 	 1.195981e+03 	 -7.667930e+00 	 -1.968165e+01 	 60597 	 0.521084 	 0.579512 
0.613490 	 1.321624e+03 	 4.364895e+00 	 -1.106155e+01 	 83151 	 0.579772 	 0.644827 
0.682449 	 1.506734e+03 	 8.457861e-01 	 2.349039e+01 	 114462 	 0.644944 	 0.717352 
0.759183 	 1.768368e+03 	 2.829850e+00 	 6.554252e+01 	 157581 	 0.717457 	 0.798142 
0.841966 	 2.132833e+03 	 7.801522e+00 	 9.128311e-01 	 173402 	 0.798331 	 0.887909 
0.935399 	 2.705252e+03 	 -5.423095e+01 	 -9.800947e+01 	 154393 	 0.887993 	 0.987865 
1.036990 	 3.585643e+03 	 -2.560926e+02 	 -2.674850e+02 	 107944 	 0.987941 	 1.099067 
1.146062 	 4.284764e+03 	 -1.577490e+03 	 -2.640015e+03 	 39277 	 1.099136 	 1.222636 
