1.000000 	0.961513 	0.829498 	0.683976 	0.611484 	0.475372 	0.389854 	0.357312 	0.220355 	0.148909 	0.104680 	0.169675 	0.173295 	0.149869 	0.130603 	0.131098 	0.085551 	0.052991 	0.044998 	0.056522 	0.130285 	0.075808 	0.086070 	0.080317 	0.066782 	0.054314 	0.112197 	0.031095 	0.082329 	0.128807 	0.118985 	0.099193 	0.151104 	0.114593 	-0.090018 	-0.175542 	-0.254936 	-0.258269 	-0.305543 	-0.151830 	-0.103569 	-0.148331 	-0.144463 	-0.162156 	-0.139340 	-0.033888 	-0.038430 	-0.046969 	-0.027499 	-0.004017 	0.019014 	-0.074504 	-0.033421 	-0.087026 	-0.025419 	-0.126811 	-0.143249 	-0.152154 	-0.046944 	-0.080705 	-0.131862 	-0.057659 	-0.108063 	-0.161638 	-0.137294 	-0.120179 	-0.140333 	-0.050406 	
0.961513 	1.000000 	0.893380 	0.723541 	0.676164 	0.497815 	0.444968 	0.371866 	0.238882 	0.169189 	0.123600 	0.191149 	0.206561 	0.183468 	0.158132 	0.144825 	0.100940 	0.079021 	0.075920 	0.093480 	0.149344 	0.101517 	0.111633 	0.102690 	0.092908 	0.079075 	0.130768 	0.063027 	0.114515 	0.130624 	0.110189 	0.099001 	0.135825 	0.094000 	0.013759 	-0.077445 	-0.232733 	-0.236850 	-0.315539 	-0.137337 	-0.125298 	-0.156351 	-0.149449 	-0.167683 	-0.151936 	-0.033914 	-0.011100 	-0.022378 	-0.013940 	-0.000185 	-0.004388 	-0.073023 	-0.034285 	-0.081525 	-0.017303 	-0.102166 	-0.132232 	-0.145368 	-0.025289 	-0.069198 	-0.124422 	-0.062941 	-0.115276 	-0.163604 	-0.142242 	-0.133544 	-0.136730 	-0.041274 	
0.829498 	0.893380 	1.000000 	0.929828 	0.879654 	0.718311 	0.627969 	0.486157 	0.357804 	0.252376 	0.197989 	0.231287 	0.218124 	0.179298 	0.144657 	0.145217 	0.098798 	0.083986 	0.088363 	0.090361 	0.126852 	0.111078 	0.115968 	0.127138 	0.097605 	0.092948 	0.123563 	0.093157 	0.122792 	0.129758 	0.129272 	0.106329 	0.151034 	0.102528 	0.104458 	0.076951 	0.095993 	0.068607 	-0.056981 	-0.033271 	-0.094257 	-0.148577 	-0.214309 	-0.221141 	-0.217973 	-0.103575 	-0.029237 	-0.024514 	-0.011330 	0.017161 	-0.009631 	-0.073983 	-0.012075 	-0.066975 	-0.004569 	-0.034857 	-0.104535 	-0.068947 	-0.001269 	-0.027902 	-0.077505 	-0.062152 	-0.091174 	-0.128629 	-0.119036 	-0.126413 	-0.131392 	-0.034999 	
0.683976 	0.723541 	0.929828 	1.000000 	0.928235 	0.813328 	0.665329 	0.540806 	0.419122 	0.289957 	0.227808 	0.229891 	0.182082 	0.146286 	0.130177 	0.147144 	0.117459 	0.105882 	0.117074 	0.101830 	0.137953 	0.112577 	0.119207 	0.134725 	0.102966 	0.105509 	0.126185 	0.096910 	0.124226 	0.141675 	0.161510 	0.120277 	0.174387 	0.119428 	-0.051127 	-0.054734 	0.302526 	0.307095 	0.207711 	0.069537 	-0.013178 	-0.110571 	-0.225873 	-0.233095 	-0.222902 	-0.147686 	-0.097559 	-0.057237 	-0.026109 	0.012273 	0.008968 	-0.067066 	0.018250 	-0.062436 	0.009143 	0.000131 	-0.059127 	-0.004844 	0.011188 	-0.038064 	-0.072004 	-0.082605 	-0.091724 	-0.116084 	-0.104518 	-0.120177 	-0.127137 	-0.041700 	
0.611484 	0.676164 	0.879654 	0.928235 	1.000000 	0.869477 	0.775952 	0.618824 	0.490632 	0.343393 	0.287350 	0.272702 	0.210696 	0.182702 	0.162545 	0.163833 	0.126810 	0.112678 	0.125230 	0.117076 	0.131735 	0.124537 	0.099826 	0.138245 	0.118872 	0.099263 	0.134196 	0.137207 	0.155265 	0.154522 	0.156240 	0.124128 	0.161266 	0.107130 	0.183603 	0.133175 	0.345971 	0.371403 	0.288335 	0.137761 	0.018116 	-0.090276 	-0.231696 	-0.248234 	-0.242714 	-0.150171 	-0.097437 	-0.043388 	-0.027052 	0.013300 	-0.003191 	-0.069857 	0.002068 	-0.058391 	-0.024769 	-0.002440 	-0.048236 	0.002549 	0.011534 	-0.031666 	-0.086728 	-0.108726 	-0.110567 	-0.131345 	-0.097595 	-0.125495 	-0.110508 	-0.049310 	
0.475372 	0.497815 	0.718311 	0.813328 	0.869477 	1.000000 	0.918815 	0.773300 	0.599889 	0.436192 	0.354805 	0.277711 	0.189486 	0.185368 	0.188500 	0.173147 	0.110512 	0.142648 	0.173370 	0.136109 	0.157710 	0.178300 	0.119266 	0.182567 	0.163221 	0.118563 	0.166521 	0.172652 	0.165618 	0.160796 	0.191990 	0.140952 	0.156290 	0.119790 	0.104065 	0.098560 	0.340947 	0.364221 	0.332908 	0.461045 	0.340499 	0.031711 	-0.198863 	-0.240509 	-0.248666 	-0.205537 	-0.107435 	-0.032101 	0.000992 	0.033689 	-0.022460 	-0.060764 	0.030851 	-0.041883 	-0.007725 	0.024801 	-0.053678 	0.032871 	0.028234 	-0.044955 	-0.078417 	-0.142773 	-0.096242 	-0.112126 	-0.088214 	-0.110909 	-0.133752 	-0.078261 	
0.389854 	0.444968 	0.627969 	0.665329 	0.775952 	0.918815 	1.000000 	0.801981 	0.657085 	0.485976 	0.375204 	0.268282 	0.213420 	0.222934 	0.222489 	0.197053 	0.108878 	0.144761 	0.160198 	0.121576 	0.137461 	0.185432 	0.115997 	0.200037 	0.196605 	0.137689 	0.161018 	0.185346 	0.167868 	0.134576 	0.140615 	0.119348 	0.105552 	0.084806 	0.192684 	0.189862 	0.249529 	0.264515 	0.225503 	0.476078 	0.437893 	0.079527 	-0.155314 	-0.210619 	-0.244931 	-0.206693 	-0.066154 	-0.002721 	0.003418 	0.033596 	-0.043437 	-0.042043 	0.022518 	-0.015416 	0.002160 	0.012695 	-0.067841 	0.005056 	0.037032 	-0.038262 	-0.061204 	-0.119953 	-0.073214 	-0.078711 	-0.067749 	-0.107360 	-0.129098 	-0.082830 	
0.357312 	0.371866 	0.486157 	0.540806 	0.618824 	0.773300 	0.801981 	1.000000 	0.863989 	0.703282 	0.502485 	0.374406 	0.245895 	0.289393 	0.290613 	0.257508 	0.181614 	0.245180 	0.245688 	0.160297 	0.182436 	0.208736 	0.140018 	0.238044 	0.203948 	0.195514 	0.212154 	0.210240 	0.205574 	0.168385 	0.209672 	0.145106 	0.149232 	0.155678 	0.088868 	0.053263 	0.194942 	0.219855 	0.217858 	0.375164 	0.372624 	0.460497 	0.133059 	-0.053378 	-0.202789 	-0.193608 	-0.161441 	-0.041588 	0.012927 	0.055491 	0.043090 	0.018504 	0.068906 	-0.016809 	0.029440 	-0.002212 	-0.059629 	0.057932 	0.004133 	-0.057023 	-0.131883 	-0.153514 	-0.091082 	-0.126726 	-0.093276 	-0.130120 	-0.171300 	-0.188216 	
0.220355 	0.238882 	0.357804 	0.419122 	0.490632 	0.599889 	0.657085 	0.863989 	1.000000 	0.892172 	0.656072 	0.451010 	0.295981 	0.316618 	0.303805 	0.253126 	0.194564 	0.196513 	0.197204 	0.136401 	0.171198 	0.222247 	0.165278 	0.217987 	0.195226 	0.179053 	0.189580 	0.200113 	0.163603 	0.121571 	0.153120 	0.118642 	0.125833 	0.134460 	0.089265 	0.069491 	0.228127 	0.248474 	0.241327 	0.292878 	0.280551 	0.380544 	0.358741 	0.123047 	-0.117706 	-0.195617 	-0.200109 	-0.083474 	-0.013673 	0.032582 	0.036444 	0.009168 	0.071495 	0.001506 	0.036361 	0.011157 	-0.057682 	0.038454 	-0.025654 	-0.067681 	-0.095137 	-0.112606 	-0.077466 	-0.106395 	-0.073944 	-0.122194 	-0.155321 	-0.175269 	
0.148909 	0.169189 	0.252376 	0.289957 	0.343393 	0.436192 	0.485976 	0.703282 	0.892172 	1.000000 	0.823552 	0.589121 	0.379341 	0.389825 	0.343058 	0.283456 	0.249847 	0.236958 	0.237337 	0.181024 	0.222472 	0.247786 	0.218379 	0.264946 	0.216549 	0.209484 	0.226295 	0.212275 	0.193921 	0.139688 	0.149802 	0.127711 	0.145626 	0.180312 	0.072208 	0.055949 	0.152089 	0.166900 	0.163672 	0.244558 	0.240459 	0.353181 	0.400658 	0.342876 	0.050396 	-0.144898 	-0.209906 	-0.074810 	-0.019280 	0.014980 	0.042852 	0.026873 	0.061184 	-0.021537 	0.049292 	-0.042171 	-0.102826 	0.017728 	-0.042613 	-0.105998 	-0.159972 	-0.114333 	-0.095806 	-0.120019 	-0.102437 	-0.165738 	-0.192431 	-0.233465 	
