-1.000000 	-2.203683 	-2.935919 	-1.680666 	-2.248051 	-0.803701 	-0.577521 	-0.795168 	-0.852303 	-0.966342 	-0.864654 	-0.200519 	-0.219557 	-0.258873 	-0.165618 	-0.023590 	0.113160 	-0.406171 	-0.174268 	-0.490467 	-0.160744 	-0.861349 	-1.382673 	-1.661212 	-0.450373 	-0.699506 	-0.734079 	-0.288927 	-0.495117 	-0.698442 	-0.569817 	-0.512495 	-0.570669 	-0.199390 	
0.157216 	-1.000000 	-2.756835 	-1.585338 	-2.387958 	-0.747767 	-0.718653 	-0.862119 	-0.906919 	-1.027846 	-0.969767 	-0.206410 	-0.065230 	-0.126865 	-0.086354 	-0.001119 	-0.026859 	-0.409473 	-0.183883 	-0.472598 	-0.112553 	-0.713788 	-1.312816 	-1.632486 	-0.249550 	-0.616917 	-0.712455 	-0.324405 	-0.543260 	-0.727145 	-0.607227 	-0.585765 	-0.571910 	-0.167934 	
1.049691 	0.873840 	1.000000 	0.403854 	-0.379241 	-0.159314 	-0.475442 	-0.720487 	-1.143736 	-1.192113 	-1.223543 	-0.554388 	-0.151101 	-0.122218 	-0.061727 	0.091152 	-0.051846 	-0.364844 	-0.056957 	-0.341447 	-0.026136 	-0.214169 	-0.912718 	-0.680933 	-0.011011 	-0.218764 	-0.390302 	-0.281721 	-0.377875 	-0.502777 	-0.446898 	-0.487639 	-0.483326 	-0.125237 	
-0.284210 	-0.343827 	1.743389 	1.000000 	0.764737 	0.184193 	-0.036770 	-0.296609 	-0.666837 	-0.695104 	-0.692150 	-0.437290 	-0.278912 	-0.157860 	-0.078684 	0.036063 	0.026709 	-0.182958 	0.047618 	-0.176082 	0.028932 	0.000445 	-0.285584 	-0.026466 	0.053709 	-0.165093 	-0.200584 	-0.207128 	-0.210297 	-0.251002 	-0.217065 	-0.256449 	-0.258711 	-0.082543 	
0.961430 	0.788058 	1.878116 	1.139264 	1.000000 	0.343744 	0.047617 	-0.228123 	-0.644352 	-0.697314 	-0.709957 	-0.418858 	-0.262407 	-0.112722 	-0.076799 	0.036814 	-0.008951 	-0.179517 	0.005082 	-0.155124 	-0.073834 	-0.007814 	-0.219468 	0.013119 	0.052160 	-0.129375 	-0.227588 	-0.256816 	-0.238794 	-0.267528 	-0.190931 	-0.252264 	-0.211830 	-0.091945 	
0.473688 	0.506976 	1.608862 	0.971165 	1.003639 	1.000000 	0.777983 	0.069655 	-0.480740 	-0.587285 	-0.632270 	-0.498335 	-0.251505 	-0.072496 	0.002447 	0.081058 	-0.054770 	-0.135736 	0.065914 	-0.096720 	-0.020016 	0.069025 	-0.212296 	0.147055 	0.110989 	-0.159659 	-0.178876 	-0.293145 	-0.180681 	-0.198524 	-0.150017 	-0.193796 	-0.222866 	-0.126850 	
0.876622 	0.976114 	1.176876 	0.704948 	0.679490 	1.032078 	1.000000 	0.174596 	-0.375269 	-0.514036 	-0.622455 	-0.500880 	-0.154788 	-0.006141 	0.008431 	0.080791 	-0.105872 	-0.093869 	0.048086 	-0.035582 	0.005595 	0.035314 	-0.268175 	0.022606 	0.145502 	-0.135817 	-0.139540 	-0.246164 	-0.137379 	-0.139289 	-0.115154 	-0.187499 	-0.215000 	-0.134186 	
0.399909 	0.270858 	0.909420 	0.579552 	0.649313 	0.804464 	0.841693 	1.000000 	0.318000 	-0.128857 	-0.509752 	-0.464069 	-0.373630 	-0.092851 	0.031538 	0.131992 	0.103882 	0.040864 	0.145545 	-0.038374 	0.075417 	-0.006087 	-0.233150 	0.256215 	0.016062 	-0.200212 	-0.297412 	-0.311611 	-0.169047 	-0.221820 	-0.156819 	-0.224777 	-0.282180 	-0.301598 	
0.468524 	0.412173 	1.241289 	0.763966 	0.838924 	0.732499 	0.739146 	0.963860 	1.000000 	0.346460 	-0.345103 	-0.546890 	-0.540170 	-0.217373 	-0.038907 	0.090395 	0.102476 	0.023615 	0.176138 	0.004009 	0.108642 	0.035805 	-0.263058 	0.198367 	-0.116287 	-0.277168 	-0.250239 	-0.266602 	-0.167697 	-0.217216 	-0.144999 	-0.246202 	-0.298426 	-0.327577 	
0.392570 	0.343736 	0.857185 	0.531534 	0.589348 	0.633555 	0.656207 	0.926591 	1.156845 	1.000000 	0.153048 	-0.419602 	-0.586909 	-0.201789 	-0.056827 	0.043047 	0.124813 	0.071699 	0.156135 	-0.059404 	0.152555 	-0.140183 	-0.485729 	0.094724 	-0.200078 	-0.449631 	-0.435844 	-0.280386 	-0.214827 	-0.253805 	-0.208068 	-0.345896 	-0.382969 	-0.451972 	
