2.000000e-02 	 7.850389e+02 	 7.850389e+02 	 7.850389e+02 
2.015741e-02 	 7.836653e+02 	 7.836653e+02 	 7.836653e+02 
2.031606e-02 	 7.822384e+02 	 7.822384e+02 	 7.822384e+02 
2.047596e-02 	 7.807498e+02 	 7.807498e+02 	 7.807498e+02 
2.063712e-02 	 7.791964e+02 	 7.791964e+02 	 7.791964e+02 
2.079954e-02 	 7.775824e+02 	 7.775824e+02 	 7.775824e+02 
2.096324e-02 	 7.759125e+02 	 7.759125e+02 	 7.759125e+02 
2.112824e-02 	 7.741894e+02 	 7.741894e+02 	 7.741894e+02 
2.129453e-02 	 7.724136e+02 	 7.724136e+02 	 7.724136e+02 
2.146213e-02 	 7.705852e+02 	 7.705852e+02 	 7.705852e+02 
2.163104e-02 	 7.687035e+02 	 7.687035e+02 	 7.687035e+02 
2.180129e-02 	 7.667663e+02 	 7.667663e+02 	 7.667663e+02 
2.197288e-02 	 7.647715e+02 	 7.647715e+02 	 7.647715e+02 
2.214582e-02 	 7.627161e+02 	 7.627161e+02 	 7.627161e+02 
2.232012e-02 	 7.605969e+02 	 7.605969e+02 	 7.605969e+02 
2.249579e-02 	 7.584108e+02 	 7.584108e+02 	 7.584108e+02 
2.267284e-02 	 7.561622e+02 	 7.561622e+02 	 7.561622e+02 
2.285129e-02 	 7.538627e+02 	 7.538627e+02 	 7.538627e+02 
2.303114e-02 	 7.515242e+02 	 7.515242e+02 	 7.515242e+02 
2.321241e-02 	 7.491459e+02 	 7.491459e+02 	 7.491459e+02 
2.339510e-02 	 7.467153e+02 	 7.467153e+02 	 7.467153e+02 
2.357924e-02 	 7.442196e+02 	 7.442196e+02 	 7.442196e+02 
2.376482e-02 	 7.416556e+02 	 7.416556e+02 	 7.416556e+02 
2.395186e-02 	 7.390286e+02 	 7.390286e+02 	 7.390286e+02 
2.414037e-02 	 7.363447e+02 	 7.363447e+02 	 7.363447e+02 
2.433037e-02 	 7.336095e+02 	 7.336095e+02 	 7.336095e+02 
2.452186e-02 	 7.308290e+02 	 7.308290e+02 	 7.308290e+02 
2.471486e-02 	 7.280087e+02 	 7.280087e+02 	 7.280087e+02 
2.490938e-02 	 7.251473e+02 	 7.251473e+02 	 7.251473e+02 
2.510543e-02 	 7.222382e+02 	 7.222382e+02 	 7.222382e+02 
2.530303e-02 	 7.192745e+02 	 7.192745e+02 	 7.192745e+02 
2.550218e-02 	 7.162554e+02 	 7.162554e+02 	 7.162554e+02 
2.570289e-02 	 7.131840e+02 	 7.131840e+02 	 7.131840e+02 
2.590519e-02 	 7.100636e+02 	 7.100636e+02 	 7.100636e+02 
2.610907e-02 	 7.068960e+02 	 7.068960e+02 	 7.068960e+02 
2.631457e-02 	 7.036818e+02 	 7.036818e+02 	 7.036818e+02 
2.652168e-02 	 7.004219e+02 	 7.004219e+02 	 7.004219e+02 
2.673042e-02 	 6.971187e+02 	 6.971187e+02 	 6.971187e+02 
2.694080e-02 	 6.937758e+02 	 6.937758e+02 	 6.937758e+02 
2.715284e-02 	 6.903961e+02 	 6.903961e+02 	 6.903961e+02 
2.736655e-02 	 6.869775e+02 	 6.869775e+02 	 6.869775e+02 
2.758193e-02 	 6.835148e+02 	 6.835148e+02 	 6.835148e+02 
2.779902e-02 	 6.800032e+02 	 6.800032e+02 	 6.800032e+02 
2.801781e-02 	 6.764460e+02 	 6.764460e+02 	 6.764460e+02 
2.823833e-02 	 6.728513e+02 	 6.728513e+02 	 6.728513e+02 
2.846058e-02 	 6.692265e+02 	 6.692265e+02 	 6.692265e+02 
2.868458e-02 	 6.655734e+02 	 6.655734e+02 	 6.655734e+02 
2.891034e-02 	 6.618910e+02 	 6.618910e+02 	 6.618910e+02 
2.913788e-02 	 6.581778e+02 	 6.581778e+02 	 6.581778e+02 
2.936721e-02 	 6.544316e+02 	 6.544316e+02 	 6.544316e+02 
2.959835e-02 	 6.506495e+02 	 6.506495e+02 	 6.506495e+02 
2.983130e-02 	 6.468297e+02 	 6.468297e+02 	 6.468297e+02 
3.006609e-02 	 6.429770e+02 	 6.429770e+02 	 6.429770e+02 
3.030273e-02 	 6.390997e+02 	 6.390997e+02 	 6.390997e+02 
3.054123e-02 	 6.352056e+02 	 6.352056e+02 	 6.352056e+02 
3.078160e-02 	 6.312962e+02 	 6.312962e+02 	 6.312962e+02 
3.102387e-02 	 6.273708e+02 	 6.273708e+02 	 6.273708e+02 
3.126804e-02 	 6.234287e+02 	 6.234287e+02 	 6.234287e+02 
3.151414e-02 	 6.194697e+02 	 6.194697e+02 	 6.194697e+02 
3.176217e-02 	 6.154937e+02 	 6.154937e+02 	 6.154937e+02 
3.201216e-02 	 6.115009e+02 	 6.115009e+02 	 6.115009e+02 
3.226411e-02 	 6.074930e+02 	 6.074930e+02 	 6.074930e+02 
3.251805e-02 	 6.034722e+02 	 6.034722e+02 	 6.034722e+02 
3.277398e-02 	 5.994410e+02 	 5.994410e+02 	 5.994410e+02 
3.303193e-02 	 5.954013e+02 	 5.954013e+02 	 5.954013e+02 
3.329191e-02 	 5.913551e+02 	 5.913551e+02 	 5.913551e+02 
3.355394e-02 	 5.873040e+02 	 5.873040e+02 	 5.873040e+02 
3.381802e-02 	 5.832483e+02 	 5.832483e+02 	 5.832483e+02 
3.408419e-02 	 5.791874e+02 	 5.791874e+02 	 5.791874e+02 
3.435245e-02 	 5.751218e+02 	 5.751218e+02 	 5.751218e+02 
3.462282e-02 	 5.710546e+02 	 5.710546e+02 	 5.710546e+02 
