0.054881 	 2.826972e+02 	 1.310810e+02 	 -9.539400e+01 	 12 	 0.054881 	 0.054881 
0.075401 	 2.218654e+02 	 2.730861e+01 	 -6.429962e+01 	 27 	 0.073631 	 0.077614 
0.084958 	 1.748199e+02 	 -3.672622e+01 	 3.887426e+01 	 28 	 0.081402 	 0.088494 
0.092539 	 1.568412e+02 	 -2.857176e+01 	 -7.399804e+01 	 27 	 0.091834 	 0.098175 
0.104606 	 1.433471e+02 	 -1.211446e+01 	 6.725259e+01 	 66 	 0.101196 	 0.109763 
0.116896 	 1.218932e+02 	 -4.460016e+01 	 -1.809729e+01 	 63 	 0.112473 	 0.122718 
0.129736 	 1.120783e+02 	 -2.009744e+01 	 1.752314e+01 	 112 	 0.125149 	 0.134431 
0.145983 	 1.081358e+02 	 -1.338056e+01 	 2.714946e-02 	 141 	 0.138840 	 0.151297 
0.160899 	 1.101146e+02 	 -2.485616e+01 	 3.134249e+01 	 168 	 0.155228 	 0.166463 
0.179631 	 9.225204e+01 	 -6.520814e+00 	 -5.250096e+00 	 289 	 0.170044 	 0.188524 
0.199998 	 8.360789e+01 	 1.713732e+01 	 -1.023323e+01 	 333 	 0.191692 	 0.209701 
0.223329 	 7.381122e+01 	 6.398927e+00 	 -3.163849e+00 	 571 	 0.211133 	 0.234132 
0.248271 	 7.260322e+01 	 -7.313842e+00 	 6.640311e+00 	 601 	 0.236691 	 0.257416 
0.275414 	 6.926816e+01 	 1.447650e+00 	 5.585189e+00 	 993 	 0.260903 	 0.289366 
0.306781 	 6.522742e+01 	 2.715280e+00 	 -5.342048e-01 	 1264 	 0.290405 	 0.321888 
0.341214 	 6.058864e+01 	 4.811214e+00 	 7.178639e+00 	 1837 	 0.322822 	 0.358203 
0.379646 	 5.991303e+01 	 -3.039492e+00 	 2.228688e+00 	 2404 	 0.359043 	 0.398788 
0.422235 	 5.636000e+01 	 -1.625835e+00 	 -1.502734e+00 	 3448 	 0.399542 	 0.443148 
0.470286 	 5.690520e+01 	 1.181386e-01 	 1.538740e+00 	 4714 	 0.444505 	 0.493932 
0.523131 	 5.382260e+01 	 -1.000037e+00 	 8.828503e-01 	 6412 	 0.494542 	 0.549362 
0.581423 	 5.244026e+01 	 1.112743e+00 	 1.635464e+00 	 8750 	 0.549910 	 0.611133 
0.646491 	 5.154689e+01 	 -9.420505e-01 	 -1.211137e-01 	 12181 	 0.611626 	 0.679289 
0.719791 	 5.056846e+01 	 2.199251e-01 	 1.100873e+00 	 17009 	 0.680175 	 0.756487 
0.801056 	 5.089732e+01 	 -1.102861e+00 	 -1.268050e-01 	 23066 	 0.757283 	 0.841673 
0.890909 	 5.037516e+01 	 6.439013e-03 	 2.003067e+00 	 31800 	 0.842031 	 0.936528 
0.991082 	 5.081738e+01 	 2.972892e-01 	 1.820169e+00 	 43880 	 0.936849 	 1.041879 
1.102800 	 5.179135e+01 	 -3.356803e-01 	 2.678710e+00 	 60597 	 1.042168 	 1.159024 
1.226980 	 5.286131e+01 	 -2.746667e-01 	 5.545256e+00 	 83151 	 1.159543 	 1.289654 
1.364898 	 5.663690e+01 	 -4.775961e-01 	 9.575493e+00 	 114462 	 1.289887 	 1.434704 
1.518367 	 6.436592e+01 	 -2.986758e-02 	 2.094899e+01 	 157581 	 1.434914 	 1.596284 
1.683932 	 7.445572e+01 	 5.642895e+00 	 2.650230e+01 	 173402 	 1.596661 	 1.775817 
1.870799 	 8.788488e+01 	 1.521741e+01 	 2.947955e+01 	 154393 	 1.775987 	 1.975729 
2.073980 	 1.240842e+02 	 5.855915e+01 	 7.718556e+01 	 107944 	 1.975882 	 2.198134 
2.292125 	 1.945751e+02 	 1.376493e+02 	 1.767639e+02 	 39277 	 2.198271 	 2.445271 
