23511583.45831 	93072147.09551 	-1545969.29586 	9024926.96656 	-3053318.40042 	-4456583.89961 	1046459.52489 	-915511.38983 	-359445.34432 	141660.12538 	65887.11173 	324456.75435 	1154033.95613 	1080418.90008 	783413.90011 	729507.58025 	261492.72198 	605895.46881 	389601.21297 	600325.32366 	471981.91462 	150807.04072 	893781.90433 	513859.69737 	368888.33157 	800083.90394 	756765.00665 	786357.26801 	417807.58292 	519349.12564 	863340.34338 	372862.02468 	347698.31489 	483100.64999 	693576.48312 	454089.12809 	265366.67420 	990286.26288 	379389.51145 	-51715.61501 	876329.99899 	413855.84761 	529126.08030 	-634795.50245 	1818936.09233 	273037.39218 	-390266.10316 	391211.89031 	-778008.89083 	6652908.45577 	
-90994743.99234 	5647223.16417 	-45098275.31369 	-28719385.57612 	-27991428.05224 	-23286816.84578 	-17057129.20276 	-15573368.54906 	-13256781.94530 	-11747159.88321 	-10775579.34261 	-9647589.84601 	-8456595.07984 	-8011076.62823 	-7722408.98101 	-7345125.63886 	-7410759.20216 	-6801290.70492 	-6836594.04582 	-6475407.64723 	-6412263.71608 	-6500860.40957 	-5826316.42128 	-6069951.30783 	-6005365.11614 	-5594602.55791 	-5612707.18092 	-5458341.25421 	-5733199.47183 	-5586072.34632 	-5259195.60130 	-5604171.75922 	-5544604.15550 	-5403750.58906 	-5232052.12970 	-5365612.07028 	-5487712.44117 	-4909154.35336 	-5351833.96157 	-5706535.30991 	-4978680.86930 	-5261642.38189 	-5094587.75143 	-6093824.35358 	-4110867.25290 	-5344170.40192 	-5927962.28861 	-5274709.58223 	-5909972.08600 	-652153.28920 	
1795992.63643 	46640552.73938 	733499.25102 	4193725.96466 	-850641.45805 	-1734590.97719 	770185.92339 	-133234.62334 	-3188.83240 	306170.20483 	233363.94552 	345748.11234 	688493.67660 	629205.81858 	538735.45394 	509726.84322 	257631.93354 	456031.57466 	326471.98192 	401379.87237 	339776.39699 	190273.27334 	533136.42924 	325059.66431 	289688.80570 	495462.09889 	448895.87720 	495300.07982 	296706.04438 	353971.67604 	529575.92752 	279789.02902 	283698.52076 	351419.95993 	426792.95095 	327807.63555 	249095.73133 	585174.48055 	292682.95755 	69541.85268 	526926.29531 	329727.79503 	398181.24815 	-218005.98707 	1013896.36460 	232430.35430 	-146539.86775 	261614.91671 	-233125.38831 	2959117.88179 	
-6380379.24815 	29003865.00205 	-4475914.27431 	142319.91992 	-3139692.69544 	-3318920.73814 	-1091580.63380 	-1556853.57487 	-1243154.51846 	-930001.31433 	-886820.36752 	-699153.76211 	-351631.67098 	-362084.39323 	-391087.80796 	-374372.54543 	-534776.62699 	-364958.44125 	-447403.81930 	-365762.09621 	-391680.99932 	-490831.09887 	-213061.51943 	-359444.34401 	-383490.39369 	-215316.93947 	-242028.13184 	-199032.54223 	-350071.66177 	-299760.62956 	-161971.39587 	-354536.29299 	-346077.19318 	-290308.57637 	-222474.09814 	-296968.97055 	-367298.83197 	-94906.62565 	-326433.35609 	-489649.56258 	-138965.35765 	-304477.56963 	-235834.59578 	-719955.49896 	232052.92349 	-373118.98116 	-624076.20575 	-322647.36851 	-647194.91522 	1879323.42305 	
2081404.42534 	27148272.54563 	760628.25039 	3067543.56203 	41221.26274 	-648991.96505 	785429.34833 	191237.48556 	223590.38355 	381331.16998 	317338.12340 	371090.64476 	569387.98478 	512404.71534 	461648.51866 	434329.69583 	285767.00454 	387347.49135 	311839.41210 	347286.96290 	314530.20739 	230463.17481 	422623.89923 	305077.78631 	280021.62880 	396095.32520 	369874.14798 	397282.43971 	280438.71912 	313417.52644 	412769.41164 	264566.01435 	268399.59138 	305999.03946 	348853.35464 	293982.25398 	242962.74283 	437840.22558 	264965.73209 	144912.96084 	403352.05435 	281185.27516 	328848.52425 	-31482.62271 	671525.56421 	221618.30730 	30385.48050 	252171.20402 	9916.83163 	1805195.01936 	
4527896.34856 	23082133.67488 	1795310.66194 	3286339.88167 	652749.51984 	19583.06698 	1046789.98224 	528495.79586 	512879.64724 	598229.53052 	524644.72226 	540912.88486 	678866.61564 	624356.32332 	566788.83181 	538342.71801 	415900.39986 	490688.57672 	423220.35616 	449623.81104 	417131.25531 	347583.26808 	493455.14867 	398524.47478 	377355.34086 	465903.25915 	443690.00657 	463048.04269 	372156.72486 	395532.53632 	470624.12723 	355675.26880 	358062.71083 	385638.93295 	418434.42210 	374823.71302 	334394.89809 	484544.79266 	352050.85552 	256553.88981 	455871.55000 	362141.18924 	398768.71942 	121160.67374 	663911.33295 	319212.11312 	164627.37482 	340410.65922 	148867.24276 	1577943.36521 	
-1024959.09971 	16762926.66630 	-816944.35898 	1094841.73631 	-759468.57938 	-1055560.53269 	7211.21347 	-320397.84386 	-234375.27620 	-95919.99261 	-107942.88732 	-43099.35632 	112810.95341 	90552.63809 	66827.37491 	60153.35802 	-32502.43171 	45400.53252 	-506.78805 	31245.20283 	13301.93949 	-41028.50711 	96195.14478 	18179.54517 	3368.03876 	86033.39190 	70197.76998 	90298.72163 	11428.54866 	35645.33760 	105550.32470 	5211.95154 	8492.89738 	35631.42464 	67319.67805 	29421.81115 	-5372.48230 	130727.26505 	11924.04521 	-71028.16714 	107970.93265 	24171.04316 	57201.58908 	-190303.82644 	295573.83530 	-14766.15061 	-146234.38197 	6897.12004 	-162873.03861 	1090883.48952 	
802281.24682 	15462993.45186 	148369.04337 	1551639.66955 	-183321.50750 	-520371.28793 	320851.37850 	2789.02303 	41366.68339 	134835.56914 	106019.60863 	144184.81036 	262755.99231 	234816.13148 	205550.47023 	194652.31501 	110697.52406 	173296.23667 	128668.08870 	152764.40956 	133981.54850 	85557.61663 	198140.06490 	129952.99337 	116755.09507 	185102.08361 	169866.97212 	186522.30944 	119178.34060 	138547.76608 	196090.47037 	110964.34161 	113506.64751 	135709.45348 	161226.61109 	129210.86260 	99554.69039 	213294.24853 	113853.11637 	42790.03063 	193006.76533 	122905.17214 	150833.84142 	-58158.62711 	350351.13642 	90121.53229 	-23136.69043 	107949.30888 	-33546.49764 	1025867.57619 	
690551.80102 	13280828.54414 	5259.34027 	1272330.65666 	-235966.97310 	-502892.89340 	229519.08055 	-37418.54642 	4793.74134 	84969.29625 	63357.42312 	98827.29062 	203863.98190 	181500.66247 	155316.31850 	147613.06471 	76067.12475 	131183.06090 	92294.01967 	114906.76116 	98600.81293 	56788.29277 	154848.39156 	96015.13949 	84639.48924 	144246.55108 	131358.81025 	145715.25391 	87744.86342 	104475.19406 	154156.93489 	80803.18763 	83065.62050 	102302.98157 	125010.33318 	97050.69074 	70979.29378 	169985.05002 	84093.93692 	22290.19662 	152238.32810 	91364.92874 	115857.33773 	-64675.23613 	288736.75059 	64211.60619 	-33771.56977 	80158.17545 	-42369.86045 	888125.15872 	
-171515.01322 	11707065.28837 	-271210.38133 	919528.31233 	-377190.90845 	-594977.37601 	96833.49054 	-132985.09673 	-84776.76055 	767.48755 	-12538.26140 	25510.95989 	125736.41865 	108760.44105 	89344.17231 	83608.72667 	19645.46675 	71724.70036 	38575.43455 	59545.01138 	45891.59206 	8503.17533 	99701.65734 	46213.56971 	36448.83019 	91582.93890 	80197.31288 	93664.68937 	40534.66094 	56386.08371 	102923.26484 	35615.57048 	37842.86861 	55770.68608 	76618.94132 	51128.96731 	27869.28858 	118722.42259 	39584.61020 	-16973.71100 	102999.66765 	47548.46673 	69608.19546 	-96461.12470 	229427.59130 	21918.17786 	-68895.70139 	35359.19980 	-79267.45197 	766048.28147 	
5433.94392 	10759516.75686 	-192441.05398 	877392.12439 	-317253.72972 	-519182.10864 	107339.16542 	-105051.42151 	-62665.88548 	13871.04049 	899.62138 	34152.39628 	125117.55019 	109406.68410 	90630.00680 	84887.70601 	26377.56824 	73578.49912 	43130.31300 	62298.98700 	49398.49273 	15112.37372 	98233.28644 	49313.68636 	40221.23765 	90416.19333 	80077.85059 	92076.09123 	43726.69383 	58011.90624 	100406.12232 	39096.60509 	41068.46611 	57254.83817 	76337.47579 	52978.91089 	31738.64951 	114497.41307 	42437.65401 	-9197.13192 	100093.46784 	49610.15705 	69618.89609 	-81417.12681 	215416.67324 	26612.71908 	-56654.09119 	38454.63663 	-66869.12458 	707210.36739 	
-327360.46853 	9638317.05526 	-325896.52548 	698514.62023 	-370311.94544 	-539316.78934 	43215.41106 	-142350.53090 	-97455.34256 	-24595.17736 	-33569.98832 	440.99455 	85344.87233 	72132.33465 	56785.74911 	53105.83135 	360.17006 	44485.56522 	16975.97303 	35039.30335 	24057.90612 	-6866.69150 	69462.39855 	25021.07388 	17139.39787 	63361.96447 	53915.48712 	65429.74844 	21123.32768 	34502.47732 	73354.46750 	17262.56117 	19236.22219 	34335.24360 	51847.32303 	30634.57931 	11149.62865 	87170.67567 	21145.34273 	-26088.94624 	74056.40358 	27729.38419 	46361.80805 	-92445.98195 	179667.36737 	6430.68469 	-69022.12146 	18084.29289 	-76739.08329 	629483.83724 	
-1049020.32154 	8438705.23212 	-712947.26705 	359092.24583 	-570048.37677 	-679972.90855 	-111959.32725 	-264270.00558 	-204243.15950 	-126580.32000 	-125570.15677 	-86088.57823 	476.05966 	-7536.72577 	-18473.65509 	-19076.93014 	-65501.25330 	-22191.71472 	-46023.47406 	-27012.32076 	-36023.34206 	-63673.97805 	9386.71762 	-31456.05607 	-38294.09030 	5829.75744 	-2192.99569 	8911.07260 	-32273.47106 	-19326.04881 	17734.17522 	-34647.58667 	-32338.48945 	-18088.91093 	-937.78561 	-20761.29710 	-39293.67245 	32633.75251 	-29482.77903 	-73409.58035 	20535.34871 	-23138.99937 	-4962.95145 	-135294.79401 	120298.40397 	-42229.10637 	-112192.15581 	-31137.15183 	-118758.45863 	549103.54917 	
-837328.80985 	8039049.92982 	-615485.39036 	368043.07312 	-518017.46694 	-623702.96114 	-90850.08719 	-236692.88423 	-181384.45298 	-108869.91597 	-108564.77571 	-72557.86138 	8291.67322 	990.58699 	-10284.27321 	-11268.35222 	-55284.91922 	-14650.00253 	-37065.16983 	-19164.46586 	-28062.32620 	-54466.86574 	14529.49704 	-24078.51871 	-30737.14808 	10807.04395 	3304.02741 	13371.71308 	-25284.69784 	-13229.13242 	21711.72812 	-27501.21743 	-25574.07503 	-12184.50513 	4049.92471 	-14857.86609 	-32107.00596 	35580.04481 	-22848.29972 	-64489.68717 	24229.93855 	-16721.99080 	-167.72202 	-122393.17604 	118501.37063 	-34546.57403 	-101475.17309 	-24771.78046 	-110098.84364 	522504.32101 	
-844620.16411 	7671788.64156 	-536613.09976 	382063.04618 	-455158.18784 	-568773.91076 	-63974.80409 	-206196.34833 	-158055.45118 	-88973.89420 	-90445.24942 	-56986.31606 	18591.80483 	10416.91112 	531.76600 	-1055.16802 	-43460.35243 	-5264.02048 	-26586.73302 	-10539.04883 	-18761.41471 	-43796.73393 	21289.17194 	-15446.22089 	-21684.23889 	17558.83184 	10180.78257 	20016.66669 	-16981.66510 	-5430.19678 	27761.33045 	-19241.80568 	-17348.00626 	-4573.76808 	10456.36836 	-7264.50868 	-23542.74686 	40531.90611 	-15115.16754 	-54452.11178 	29807.99947 	-9109.87735 	6711.34127 	-109944.97292 	119033.06938 	-26849.26583 	-89921.50980 	-17350.80155 	-96983.87140 	495119.72951 	
-783972.95499 	7350909.17905 	-505509.48441 	372834.63081 	-433522.17760 	-539214.57338 	-60009.53913 	-194164.32731 	-147732.15252 	-83406.97504 	-84985.06789 	-52849.83682 	18734.20843 	10811.22637 	1063.61998 	91.10402 	-40434.42644 	-3662.81553 	-24642.08619 	-9079.10390 	-16974.68368 	-40903.11808 	20951.04674 	-14193.11389 	-19909.55295 	17544.58816 	10297.91427 	19944.34834 	-15394.33039 	-4360.74223 	27101.69274 	-17663.65003 	-15769.31396 	-3525.45888 	10748.13002 	-6087.74315 	-21694.02571 	39441.37922 	-13450.07342 	-51178.54185 	29080.87945 	-7941.66393 	7353.16836 	-104099.66209 	114172.88954 	-24746.47835 	-84957.45388 	-15334.06474 	-90257.87402 	475216.49735 	
-233400.99842 	7381849.14089 	-259229.20012 	535780.65674 	-284620.05822 	-414090.57009 	32793.11809 	-110056.46736 	-75296.38266 	-19457.24557 	-26157.81259 	-209.07592 	65510.86189 	55300.31922 	43376.89599 	40389.68176 	77.79016 	33792.18936 	12743.47569 	26715.83089 	18229.94028 	-5411.53492 	53210.68294 	19138.61511 	12985.45598 	48459.94080 	41325.15753 	50075.34887 	16105.64769 	26330.12592 	56173.66641 	13092.77667 	14673.33203 	26152.69856 	39690.63002 	23406.01108 	8301.29249 	66688.23934 	15966.96131 	-20127.77432 	56585.64479 	20905.11460 	35400.08457 	-71075.90139 	137543.41627 	4793.26078 	-52818.77599 	13756.74652 	-58442.69730 	485028.97020 	
-671578.65782 	6871376.99919 	-441307.24817 	361357.44365 	-392715.49618 	-487999.16480 	-49201.48727 	-172722.62553 	-129820.51707 	-71738.07568 	-73425.24798 	-44284.25192 	21658.13902 	14254.38274 	4488.47324 	3760.54782 	-33851.02603 	572.19069 	-19584.70340 	-4821.12869 	-12526.13997 	-34740.69298 	22394.17685 	-10465.43538 	-15509.22797 	19194.33033 	12300.53183 	21384.59825 	-11379.47711 	-1236.62426 	27829.83911 	-13584.60341 	-11651.29155 	-425.83663 	12755.67562 	-2794.54151 	-17342.47297 	39216.61207 	-9537.42141 	-44750.79585 	29425.62692 	-4601.97006 	9836.33820 	-93512.23689 	108537.18691 	-19718.08169 	-76223.15320 	-11268.79974 	-79903.19909 	446481.58692 	
-399732.33930 	6818060.68964 	-308195.83571 	440651.07140 	-309376.90544 	-422640.96260 	1457.78104 	-128420.52915 	-93115.40102 	-37869.49456 	-42448.76832 	-16721.06007 	45763.70606 	37279.00478 	27056.34255 	24689.84794 	-12724.67297 	19368.32485 	225.43248 	13480.85041 	5786.35613 	-16231.81897 	39128.30496 	7267.14550 	1663.31818 	35079.41272 	28491.69733 	36725.29637 	4913.87070 	14615.45499 	42838.07652 	2484.64234 	3944.84024 	14810.81854 	27540.99585 	12247.61502 	-1697.39128 	53086.89220 	5472.08647 	-28469.17569 	43757.46093 	10453.01351 	23803.84242 	-76070.85640 	120106.89165 	-4793.62479 	-59351.59516 	3216.16548 	-65760.93224 	443070.71475 	
-487520.80363 	6519326.25281 	-382984.92098 	367047.82188 	-352846.20959 	-447215.65698 	-33262.35907 	-153219.76498 	-113875.14649 	-59438.24949 	-61575.40882 	-35047.86434 	27089.12452 	20090.65772 	10205.08236 	8879.95574 	-26685.45599 	5179.18503 	-13410.43161 	369.04572 	-7079.28679 	-28240.72059 	25821.96884 	-5045.28180 	-10267.87866 	22397.58074 	16140.38189 	24204.04883 	-6518.76983 	2914.91635 	30348.05434 	-8642.85198 	-7084.97248 	3436.69352 	16040.36613 	1154.62526 	-12510.16924 	40836.85515 	-5229.48103 	-38322.46254 	31705.46562 	-535.24037 	12649.05273 	-84183.34124 	106152.01874 	-14699.68447 	-67947.16197 	-6980.12762 	-73718.54691 	425345.39842 	
-417072.80688 	6411067.41187 	-334073.11861 	394165.66266 	-315357.58134 	-416573.00595 	-13215.70872 	-133703.79859 	-97952.76852 	-45685.47693 	-49135.17259 	-23860.67006 	35976.82315 	28280.77811 	18672.71719 	16962.63827 	-18159.42179 	12482.50365 	-5715.49248 	7223.21067 	55.84777 	-20693.71471 	31818.51119 	1737.25798 	-3506.52466 	28245.53018 	22052.88496 	29944.83963 	-145.35154 	9077.51925 	35753.20154 	-2416.13320 	-972.09053 	9351.71488 	21523.17824 	7041.81806 	-6300.20741 	45731.33272 	657.66440 	-31489.94330 	36848.79088 	5206.02456 	18044.36988 	-76595.33246 	109121.37523 	-9034.26038 	-60385.70113 	-1105.11539 	-65761.58394 	418117.46061 	
-142708.94981 	6467520.65852 	-194641.43746 	490610.59213 	-228783.62899 	-345568.46275 	41264.42858 	-84959.21177 	-56188.30888 	-8382.56727 	-14955.59211 	6934.92227 	63719.66540 	54408.91815 	43739.10109 	40844.07738 	5563.56858 	34702.99652 	16221.80857 	28229.15090 	20722.26932 	85.13064 	50965.69346 	21247.25301 	15835.93923 	46635.21056 	40380.47511 	47967.76061 	18374.41548 	27228.57109 	53156.73836 	15628.23571 	17008.58363 	26948.90718 	38684.30214 	24525.13403 	11347.38710 	62105.40048 	17970.98359 	-13410.44334 	53278.35889 	22216.09547 	34870.64368 	-57792.67991 	123635.42890 	8191.24330 	-41903.67224 	15984.70643 	-46592.73002 	426038.27057 	
-834258.23252 	5833097.91343 	-533726.40384 	214393.23103 	-423530.91625 	-494657.14397 	-95714.42239 	-199233.61341 	-155623.32081 	-99906.78958 	-98189.26229 	-69790.07325 	-9008.89205 	-13898.12819 	-21033.00034 	-21102.41238 	-53280.98752 	-22704.37776 	-39061.07433 	-25658.65556 	-31813.40141 	-51043.96381 	146.24698 	-28319.85303 	-32953.06005 	-2071.36808 	-7639.81380 	146.81500 	-28556.96284 	-19457.15053 	6516.79193 	-29974.79883 	-28382.44633 	-18364.39614 	-6385.87386 	-20234.86003 	-33015.68280 	17180.75171 	-26145.63468 	-56913.11336 	8814.54693 	-21517.83215 	-9005.22271 	-99942.33361 	78714.86103 	-34900.67634 	-84149.56635 	-27406.37285 	-89394.41580 	376336.49889 	
