0.01185 	 19352.07307 	 27270.80734 	 1.40919 	 6
0.01257 	 11051.91424 	 -7291.96543 	 -0.65979 	 15
0.01357 	 5637.36379 	 583.85545 	 0.10357 	 24
0.01495 	 5334.03520 	 5968.62670 	 1.11897 	 16
0.01579 	 4974.86286 	 -648.77380 	 -0.13041 	 27
0.01766 	 2628.81209 	 -642.16165 	 -0.24428 	 54
0.01919 	 2514.88135 	 1002.50440 	 0.39863 	 48
0.02124 	 1442.33170 	 50.82876 	 0.03524 	 79
0.02314 	 1451.54541 	 -95.48952 	 -0.06578 	 90
0.02516 	 1178.36567 	 243.70605 	 0.20682 	 111
0.02746 	 570.14773 	 -81.66152 	 -0.14323 	 168
0.03037 	 390.45649 	 76.54745 	 0.19605 	 241
0.03332 	 309.82489 	 -16.86020 	 -0.05442 	 267
0.03625 	 216.25488 	 43.16287 	 0.19959 	 349
0.03947 	 145.45350 	 6.61506 	 0.04548 	 444
0.04322 	 99.58891 	 -0.51208 	 -0.00514 	 649
0.04733 	 70.34393 	 -0.61792 	 -0.00878 	 801
0.05171 	 52.53118 	 8.36538 	 0.15925 	 1033
0.05657 	 36.57852 	 0.84176 	 0.02301 	 1414
0.06185 	 27.71894 	 -0.32061 	 -0.01157 	 1761
0.06755 	 19.50446 	 -0.10629 	 -0.00545 	 2329
0.07373 	 13.67731 	 0.20653 	 0.01510 	 2944
0.08056 	 8.91947 	 -0.06827 	 -0.00765 	 4030
0.08813 	 6.05340 	 0.07079 	 0.01169 	 5209
0.09631 	 4.18774 	 -0.10455 	 -0.02497 	 6726
0.10527 	 2.91649 	 -0.02255 	 -0.00773 	 8847
0.11516 	 2.11079 	 -0.08574 	 -0.04062 	 11770
0.12592 	 1.52133 	 0.02963 	 0.01947 	 15029
0.13761 	 1.04964 	 -0.04382 	 -0.04175 	 19765
0.15038 	 0.73832 	 -0.01657 	 -0.02244 	 25613
0.16435 	 0.52072 	 0.00174 	 0.00334 	 33701
0.17963 	 0.38131 	 -0.00120 	 -0.00314 	 43754
0.19630 	 0.27463 	 0.00366 	 0.01333 	 57210
0.21457 	 0.19762 	 0.00231 	 0.01170 	 75029
0.23455 	 0.14661 	 -0.00003 	 -0.00023 	 97683
0.25637 	 0.10863 	 0.00087 	 0.00797 	 127671
0.28020 	 0.08087 	 -0.00023 	 -0.00286 	 166402
0.30625 	 0.06142 	 0.00030 	 0.00492 	 217573
0.33473 	 0.04734 	 -0.00019 	 -0.00400 	 283819
0.36587 	 0.03689 	 0.00006 	 0.00168 	 371224
0.39990 	 0.02949 	 0.00010 	 0.00335 	 484076
0.43709 	 0.02392 	 0.00009 	 0.00361 	 632531
0.47773 	 0.02002 	 -0.00006 	 -0.00281 	 825138
0.52209 	 0.01732 	 0.00001 	 0.00051 	 1074514
0.56946 	 0.01846 	 0.00007 	 0.00381 	 1159545
0.62201 	 0.02374 	 -0.00004 	 -0.00171 	 1072949
0.67893 	 0.03623 	 -0.00003 	 -0.00070 	 872861
0.73906 	 0.07973 	 0.00012 	 0.00153 	 514469
0.80530 	 0.32059 	 -0.00387 	 -0.01207 	 175151
0.86938 	 3.00747 	 0.35835 	 0.11915 	 26304
