0.01026 	 85548.33516 	 12
0.01185 	 93928.75241 	 6
0.01257 	 119005.28481 	 15
0.01357 	 90082.61749 	 24
0.01539 	 86101.04625 	 40
0.01676 	 37793.25499 	 3
0.01785 	 98275.74894 	 66
0.01964 	 97096.21816 	 48
0.02178 	 73505.59092 	 103
0.02380 	 98015.42050 	 78
0.02593 	 85125.93122 	 147
0.02851 	 60293.76855 	 181
0.03106 	 69240.30193 	 216
0.03400 	 49488.44526 	 309
0.03738 	 48427.57772 	 427
0.04086 	 44661.95914 	 489
0.04459 	 40859.90706 	 679
0.04880 	 37291.56440 	 889
0.05346 	 32754.36241 	 1209
0.05866 	 33653.50794 	 1597
0.06419 	 30488.32020 	 1972
0.07032 	 27525.93221 	 2785
0.07697 	 22934.16114 	 3388
0.08426 	 19993.43525 	 4744
0.09230 	 16758.20162 	 5986
0.10107 	 14602.13288 	 8080
0.11065 	 13340.63174 	 10330
0.12113 	 12063.19847 	 13805
0.13264 	 10414.96143 	 17945
0.14520 	 8728.52097 	 23629
0.15899 	 7426.09429 	 31067
0.17411 	 6566.72835 	 40824
0.19062 	 5557.45579 	 53306
0.20866 	 4650.50261 	 69981
0.22848 	 3985.05343 	 92336
0.25018 	 3380.85542 	 120774
0.27390 	 2762.48260 	 158446
0.29985 	 2276.69105 	 207754
0.32829 	 1869.05819 	 273163
0.35946 	 1540.58598 	 358744
0.39356 	 1231.81157 	 469967
0.43087 	 996.98956 	 617159
0.47176 	 796.57420 	 810606
0.51650 	 663.60290 	 1062038
0.56420 	 516.60599 	 1186441
0.61732 	 392.50874 	 1104228
0.67496 	 298.59904 	 907720
0.73598 	 230.73857 	 544453
0.80309 	 159.50333 	 185469
0.86829 	 172.31299 	 27797
