0.01026 	 90932.90513 	 12
-nan 	 -nan 	 0
-nan 	 -nan 	 0
0.01185 	 99313.32239 	 6
-nan 	 -nan 	 0
0.01257 	 124389.85478 	 15
0.01325 	 108578.54733 	 12
0.01389 	 82355.82759 	 12
0.01451 	 44284.99624 	 4
0.01548 	 96730.12956 	 36
-nan 	 -nan 	 0
0.01676 	 43177.82497 	 3
0.01749 	 113100.60651 	 42
0.01850 	 87139.81563 	 24
0.01935 	 96045.77009 	 36
0.02052 	 121785.84230 	 12
0.02124 	 77663.77049 	 51
0.02231 	 80092.96687 	 52
0.02294 	 79692.82318 	 24
0.02418 	 113936.50927 	 54
0.02537 	 96124.74554 	 87
0.02676 	 82369.84690 	 60
0.02769 	 65247.43417 	 84
0.02921 	 66051.49282 	 97
0.03046 	 76398.86303 	 120
0.03180 	 72407.38301 	 96
0.03320 	 55402.28927 	 135
0.03463 	 54462.37158 	 174
0.03636 	 57960.85844 	 196
0.03825 	 50292.02948 	 231
0.03991 	 49485.23289 	 240
0.04178 	 50587.53752 	 249
0.04354 	 46805.97306 	 328
0.04557 	 45719.77420 	 351
0.04767 	 40240.97569 	 438
0.04991 	 45041.10003 	 451
0.05218 	 38890.57772 	 594
0.05469 	 37412.95300 	 615
0.05725 	 39793.57614 	 760
0.05995 	 38352.08191 	 837
0.06285 	 37355.86219 	 1011
0.06561 	 34312.76040 	 961
0.06851 	 34061.12837 	 1260
0.07182 	 31959.82088 	 1525
0.07513 	 29102.03237 	 1539
0.07850 	 27666.75674 	 1849
0.08218 	 26341.07424 	 2229
0.08609 	 24524.45421 	 2515
0.09007 	 22711.38105 	 2742
0.09418 	 21662.15287 	 3244
0.09855 	 20343.42780 	 3693
0.10319 	 19686.40990 	 4387
0.10805 	 18779.14698 	 4885
0.11299 	 18676.80455 	 5445
0.11815 	 18129.71594 	 6349
0.12368 	 16867.07040 	 7456
0.12949 	 16184.43847 	 8497
0.13547 	 15453.36763 	 9448
0.14174 	 14522.35504 	 11169
0.14831 	 13746.23133 	 12460
0.15520 	 13052.19587 	 14725
0.16241 	 12593.03161 	 16342
0.16990 	 12197.44254 	 19084
0.17780 	 11735.22583 	 21740
0.18602 	 11170.15746 	 24814
0.19462 	 10743.34334 	 28492
0.20366 	 10247.95591 	 32818
0.21308 	 9847.07902 	 37163
0.22297 	 9517.06791 	 43258
0.23333 	 9239.66386 	 49078
0.24414 	 8922.75506 	 56309
0.25545 	 8628.00080 	 64465
0.26729 	 8263.94340 	 73829
0.27967 	 8045.06442 	 84617
0.29262 	 7780.49818 	 96893
0.30617 	 7557.04723 	 110861
0.32040 	 7344.10738 	 128006
0.33525 	 7173.83951 	 145157
0.35075 	 7002.39306 	 166910
0.36703 	 6857.95386 	 191834
0.38406 	 6683.52411 	 219114
0.40185 	 6557.73416 	 250853
0.42048 	 6439.88527 	 287862
0.43996 	 6330.57285 	 329297
0.46035 	 6222.14629 	 377379
0.48170 	 6145.42771 	 433227
0.50403 	 6091.71393 	 494788
0.52737 	 6010.19388 	 567250
0.55154 	 5938.78781 	 598164
0.57708 	 5862.93200 	 588277
0.60377 	 5800.61408 	 568401
0.63168 	 5752.11259 	 535827
0.66086 	 5705.35183 	 487598
0.69132 	 5657.42340 	 420122
0.72301 	 5624.43984 	 329289
0.75584 	 5601.33391 	 215164
0.79081 	 5543.53222 	 122343
0.82688 	 5545.12198 	 63126
0.86351 	 5540.64579 	 23904
0.89759 	 5656.58332 	 3893
