0.00419 	 1.618161e+05 	 -3.197182e+04 	 3
0.00592 	 7.119233e+04 	 -2.010079e+04 	 6
0.00774 	 1.299281e+05 	 8.701132e+04 	 7
0.00981 	 1.427093e+05 	 2.508317e+04 	 24
0.01185 	 9.605517e+04 	 4.675667e+04 	 6
0.01331 	 1.605567e+05 	 3.125561e+04 	 43
0.01622 	 1.439295e+05 	 5.046920e+04 	 63
0.01924 	 1.526651e+05 	 3.204603e+04 	 105
0.02321 	 1.285701e+05 	 9.326739e+02 	 205
0.02794 	 1.019081e+05 	 2.173207e+04 	 325
0.03356 	 9.254434e+04 	 4.237636e+04 	 601
0.04023 	 7.898304e+04 	 3.091655e+04 	 960
0.04814 	 6.385638e+04 	 1.988673e+04 	 1712
0.05758 	 5.645462e+04 	 1.778397e+04 	 2842
0.06886 	 4.908606e+04 	 1.176804e+04 	 4949
0.08244 	 3.883372e+04 	 9.960009e+03 	 8474
0.09875 	 3.098940e+04 	 8.002025e+03 	 14666
0.11826 	 2.609583e+04 	 6.410712e+03 	 25029
0.14157 	 2.158742e+04 	 5.167622e+03 	 42958
0.16946 	 1.795727e+04 	 4.051424e+03 	 73561
0.20294 	 1.517064e+04 	 3.240622e+03 	 127031
0.24295 	 1.295557e+04 	 2.465507e+03 	 216600
0.29084 	 1.137032e+04 	 1.871831e+03 	 372889
0.34825 	 1.032218e+04 	 1.376895e+03 	 639909
0.41694 	 9.887158e+03 	 1.100605e+03 	 1097497
0.45229 	 9.771046e+03 	 1.339279e+03 	 27292
0.56717 	 8.736119e+03 	 8.377069e+02 	 53770
0.71102 	 8.144933e+03 	 5.062382e+02 	 105777
0.89148 	 7.761374e+03 	 2.057290e+02 	 208872
1.11795 	 7.546009e+03 	 1.396735e+02 	 411987
