0.00628 	 18520.15393 	 -7087.02606 	 -0.38267 	 3
0.00889 	 26604.17973 	 3846.89693 	 0.14460 	 6
0.01257 	 39081.92290 	 62255.74688 	 1.59296 	 3
0.01405 	 52482.16005 	 41915.75483 	 0.79867 	 12
0.01539 	 53582.81421 	 25000.40838 	 0.46658 	 12
0.01854 	 40000.33933 	 8902.35405 	 0.22256 	 21
0.02035 	 39229.06540 	 178.62437 	 0.00455 	 24
0.02308 	 36409.42370 	 27125.30573 	 0.74501 	 40
0.02641 	 36201.84733 	 13707.06476 	 0.37863 	 57
0.02963 	 35757.51862 	 13389.75676 	 0.37446 	 75
0.03333 	 29166.63746 	 23004.83280 	 0.78874 	 118
0.03828 	 25068.44508 	 17400.52802 	 0.69412 	 195
0.04351 	 24494.26295 	 17363.93924 	 0.70890 	 253
0.04912 	 20830.73794 	 15743.92728 	 0.75580 	 363
0.05545 	 18390.31519 	 9452.51876 	 0.51399 	 517
0.06266 	 17588.11975 	 12649.48465 	 0.71921 	 769
0.07087 	 15265.04757 	 6562.32883 	 0.42989 	 1089
0.08026 	 12727.51624 	 5730.99551 	 0.45028 	 1636
0.09105 	 9770.91579 	 5087.37584 	 0.52067 	 2404
0.10312 	 8271.26934 	 4887.17567 	 0.59086 	 3386
0.11662 	 6985.84359 	 3585.34328 	 0.51323 	 4912
0.13207 	 5710.75114 	 2931.31821 	 0.51330 	 7249
0.14963 	 4669.19247 	 2283.95387 	 0.48915 	 10493
0.16940 	 3885.14486 	 1815.17986 	 0.46721 	 15119
0.19165 	 3154.44896 	 1405.94321 	 0.44570 	 21788
0.21693 	 2527.20992 	 1031.28420 	 0.40807 	 31962
0.24564 	 2056.73856 	 763.60372 	 0.37127 	 46211
0.27808 	 1640.10281 	 516.41151 	 0.31487 	 67051
0.31475 	 1323.45516 	 333.44213 	 0.25195 	 96993
0.35632 	 1063.72435 	 179.04770 	 0.16832 	 141343
0.40349 	 861.21690 	 94.81931 	 0.11010 	 205280
0.45681 	 705.24585 	 4.63672 	 0.00657 	 297083
0.51717 	 596.19666 	 -56.27233 	 -0.09439 	 431832
0.58551 	 526.32851 	 -96.83503 	 -0.18398 	 625821
0.66284 	 501.18752 	 -132.43185 	 -0.26424 	 908363
0.75045 	 525.67470 	 -167.26356 	 -0.31819 	 1319097
0.84611 	 580.79203 	 -191.25413 	 -0.32930 	 1617954
