0.01257 	 39133.47738 	 62263.43026 	 1.59105 	 3
0.01777 	 29539.74593 	 16092.31039 	 0.54477 	 6
0.02513 	 43648.34762 	 -27772.64878 	 -0.63628 	 3
0.02810 	 34944.88320 	 38386.77424 	 1.09849 	 12
0.03078 	 31191.40438 	 -26374.52245 	 -0.84557 	 12
0.03554 	 12575.27753 	 11895.91422 	 0.94598 	 6
0.03861 	 22424.99945 	 15451.29692 	 0.68902 	 27
0.04350 	 22355.84476 	 11531.33371 	 0.51581 	 28
0.04738 	 28007.63163 	 26624.82269 	 0.95063 	 27
0.05297 	 19981.49048 	 15756.71460 	 0.78857 	 54
0.05758 	 19251.94198 	 7840.08251 	 0.40724 	 48
0.06495 	 17485.51931 	 11954.74880 	 0.68369 	 115
0.07210 	 16207.33441 	 3152.14663 	 0.19449 	 102
0.07922 	 13468.23700 	 8095.76996 	 0.60110 	 159
0.08788 	 11036.58724 	 4007.47986 	 0.36311 	 217
0.09599 	 9147.81351 	 2981.80997 	 0.32596 	 231
0.10603 	 8619.60041 	 5118.34359 	 0.59380 	 418
0.11743 	 6393.65472 	 3122.89801 	 0.48844 	 483
0.12998 	 6062.55643 	 3008.49275 	 0.49624 	 733
0.14345 	 5208.24636 	 2574.64381 	 0.49434 	 873
0.15864 	 4298.04921 	 2230.53138 	 0.51896 	 1324
0.17555 	 3641.00008 	 1337.32508 	 0.36730 	 1681
0.19340 	 3069.62171 	 1357.16260 	 0.44213 	 2164
0.21324 	 2503.61209 	 1208.83067 	 0.48283 	 3061
0.23565 	 2225.47083 	 841.66776 	 0.37820 	 4108
0.26039 	 1815.62488 	 698.81595 	 0.38489 	 5566
0.28761 	 1509.78205 	 415.51500 	 0.27522 	 7408
0.31775 	 1260.60659 	 362.52457 	 0.28758 	 10133
0.35097 	 1050.95785 	 208.22586 	 0.19813 	 13465
0.38740 	 868.21473 	 139.80072 	 0.16102 	 18077
0.42773 	 731.83946 	 86.15852 	 0.11773 	 24491
0.47244 	 602.69063 	 29.56850 	 0.04906 	 33044
0.52191 	 501.04762 	 -24.89039 	 -0.04968 	 44658
0.57640 	 412.60307 	 -49.71647 	 -0.12049 	 59717
0.63634 	 354.74022 	 -74.92191 	 -0.21120 	 80307
0.70285 	 303.00318 	 -84.73061 	 -0.27964 	 109179
0.77631 	 260.19584 	 -88.65722 	 -0.34073 	 146074
0.85732 	 230.63077 	 -96.12248 	 -0.41678 	 197347
0.94680 	 211.61045 	 -96.66589 	 -0.45681 	 265219
1.04560 	 203.76366 	 -98.50141 	 -0.48341 	 357719
1.15474 	 205.94657 	 -99.76867 	 -0.48444 	 481529
1.27527 	 220.66238 	 -100.86665 	 -0.45711 	 648900
1.40836 	 251.25251 	 -106.10588 	 -0.42231 	 873561
1.55522 	 304.94291 	 -109.08554 	 -0.35772 	 1174773
1.71294 	 369.44952 	 -113.51916 	 -0.30727 	 1292472
