    0.10000E-03    0.38516E+04
    0.10202E-03    0.39262E+04
    0.10408E-03    0.40021E+04
    0.10618E-03    0.40796E+04
    0.10833E-03    0.41585E+04
    0.11052E-03    0.42389E+04
    0.11275E-03    0.43209E+04
    0.11503E-03    0.44045E+04
    0.11735E-03    0.44897E+04
    0.11972E-03    0.45765E+04
    0.12214E-03    0.46650E+04
    0.12461E-03    0.47552E+04
    0.12712E-03    0.48471E+04
    0.12969E-03    0.49408E+04
    0.13231E-03    0.50363E+04
    0.13499E-03    0.51336E+04
    0.13771E-03    0.52328E+04
    0.14049E-03    0.53339E+04
    0.14333E-03    0.54370E+04
    0.14623E-03    0.55420E+04
    0.14918E-03    0.56490E+04
    0.15220E-03    0.57581E+04
    0.15527E-03    0.58693E+04
    0.15841E-03    0.59826E+04
    0.16161E-03    0.60980E+04
    0.16487E-03    0.62157E+04
    0.16820E-03    0.63356E+04
    0.17160E-03    0.64578E+04
    0.17507E-03    0.65824E+04
    0.17860E-03    0.67093E+04
    0.18221E-03    0.68386E+04
    0.18589E-03    0.69704E+04
    0.18965E-03    0.71047E+04
    0.19348E-03    0.72416E+04
    0.19739E-03    0.73811E+04
    0.20138E-03    0.75232E+04
    0.20544E-03    0.76680E+04
    0.20959E-03    0.78156E+04
    0.21383E-03    0.79659E+04
    0.21815E-03    0.81191E+04
    0.22255E-03    0.82752E+04
    0.22705E-03    0.84343E+04
    0.23164E-03    0.85963E+04
    0.23632E-03    0.87615E+04
    0.24109E-03    0.89297E+04
    0.24596E-03    0.91011E+04
    0.25093E-03    0.92757E+04
    0.25600E-03    0.94536E+04
    0.26117E-03    0.96348E+04
    0.26645E-03    0.98195E+04
    0.27183E-03    0.10008E+05
    0.27732E-03    0.10199E+05
    0.28292E-03    0.10394E+05
    0.28864E-03    0.10593E+05
    0.29447E-03    0.10796E+05
    0.30042E-03    0.11002E+05
    0.30649E-03    0.11212E+05
    0.31268E-03    0.11426E+05
    0.31899E-03    0.11644E+05
    0.32544E-03    0.11866E+05
    0.33201E-03    0.12092E+05
    0.33872E-03    0.12322E+05
    0.34556E-03    0.12557E+05
    0.35254E-03    0.12796E+05
    0.35966E-03    0.13039E+05
    0.36693E-03    0.13286E+05
    0.37434E-03    0.13538E+05
    0.38190E-03    0.13795E+05
    0.38962E-03    0.14056E+05
    0.39749E-03    0.14322E+05
    0.40552E-03    0.14593E+05
    0.41371E-03    0.14869E+05
    0.42207E-03    0.15150E+05
