    0.10000E-03    0.16707E+04
    0.10202E-03    0.17030E+04
    0.10408E-03    0.17359E+04
    0.10618E-03    0.17694E+04
    0.10833E-03    0.18036E+04
    0.11052E-03    0.18384E+04
    0.11275E-03    0.18739E+04
    0.11503E-03    0.19100E+04
    0.11735E-03    0.19469E+04
    0.11972E-03    0.19845E+04
    0.12214E-03    0.20228E+04
    0.12461E-03    0.20618E+04
    0.12712E-03    0.21015E+04
    0.12969E-03    0.21421E+04
    0.13231E-03    0.21833E+04
    0.13499E-03    0.22254E+04
    0.13771E-03    0.22683E+04
    0.14049E-03    0.23120E+04
    0.14333E-03    0.23565E+04
    0.14623E-03    0.24019E+04
    0.14918E-03    0.24481E+04
    0.15220E-03    0.24952E+04
    0.15527E-03    0.25432E+04
    0.15841E-03    0.25921E+04
    0.16161E-03    0.26420E+04
    0.16487E-03    0.26927E+04
    0.16820E-03    0.27445E+04
    0.17160E-03    0.27972E+04
    0.17507E-03    0.28509E+04
    0.17860E-03    0.29056E+04
    0.18221E-03    0.29613E+04
    0.18589E-03    0.30181E+04
    0.18965E-03    0.30760E+04
    0.19348E-03    0.31349E+04
    0.19739E-03    0.31949E+04
    0.20138E-03    0.32561E+04
    0.20544E-03    0.33183E+04
    0.20959E-03    0.33818E+04
    0.21383E-03    0.34464E+04
    0.21815E-03    0.35123E+04
    0.22255E-03    0.35793E+04
    0.22705E-03    0.36476E+04
    0.23164E-03    0.37171E+04
    0.23632E-03    0.37879E+04
    0.24109E-03    0.38601E+04
    0.24596E-03    0.39335E+04
    0.25093E-03    0.40083E+04
    0.25600E-03    0.40845E+04
    0.26117E-03    0.41620E+04
    0.26645E-03    0.42410E+04
    0.27183E-03    0.43214E+04
    0.27732E-03    0.44032E+04
    0.28292E-03    0.44865E+04
    0.28864E-03    0.45714E+04
    0.29447E-03    0.46577E+04
    0.30042E-03    0.47456E+04
    0.30649E-03    0.48351E+04
    0.31268E-03    0.49261E+04
    0.31899E-03    0.50188E+04
    0.32544E-03    0.51131E+04
    0.33201E-03    0.52091E+04
    0.33872E-03    0.53068E+04
    0.34556E-03    0.54061E+04
    0.35254E-03    0.55072E+04
    0.35966E-03    0.56101E+04
    0.36693E-03    0.57148E+04
    0.37434E-03    0.58212E+04
    0.38190E-03    0.59295E+04
    0.38962E-03    0.60397E+04
    0.39749E-03    0.61517E+04
    0.40552E-03    0.62656E+04
    0.41371E-03    0.63815E+04
    0.42207E-03    0.64993E+04
    0.43060E-03    0.66191E+04
    0.43929E-03    0.67409E+04
    0.44817E-03    0.68647E+04
    0.45722E-03    0.69906E+04
    0.46646E-03    0.71185E+04
    0.47588E-03    0.72485E+04
    0.48550E-03    0.73806E+04
    0.49530E-03    0.75149E+04
    0.50531E-03    0.76514E+04
    0.51552E-03    0.77900E+04
    0.52593E-03    0.79308E+04
    0.53656E-03    0.80739E+04
    0.54739E-03    0.82192E+04
    0.55845E-03    0.83668E+04
    0.56973E-03    0.85166E+04
    0.58124E-03    0.86688E+04
    0.59299E-03    0.88233E+04
    0.60496E-03    0.89802E+04
    0.61719E-03    0.91394E+04
    0.62965E-03    0.93011E+04
    0.64237E-03    0.94651E+04
    0.65535E-03    0.96315E+04
    0.66859E-03    0.98004E+04
    0.68210E-03    0.99718E+04
    0.69588E-03    0.10146E+05
    0.70993E-03    0.10322E+05
    0.72427E-03    0.10501E+05
    0.73891E-03    0.10682E+05
    0.75383E-03    0.10866E+05
    0.76906E-03    0.11052E+05
    0.78460E-03    0.11241E+05
    0.80045E-03    0.11432E+05
    0.81662E-03    0.11626E+05
    0.83311E-03    0.11823E+05
    0.84994E-03    0.12022E+05
    0.86711E-03    0.12224E+05
    0.88463E-03    0.12428E+05
    0.90250E-03    0.12635E+05
    0.92073E-03    0.12844E+05
    0.93933E-03    0.13056E+05
    0.95831E-03    0.13270E+05
    0.97767E-03    0.13487E+05
    0.99742E-03    0.13707E+05
    0.10176E-02    0.13929E+05
    0.10381E-02    0.14153E+05
    0.10591E-02    0.14380E+05
    0.10805E-02    0.14610E+05
    0.11023E-02    0.14842E+05
    0.11246E-02    0.15076E+05
    0.11473E-02    0.15313E+05
    0.11705E-02    0.15552E+05
    0.11941E-02    0.15793E+05
    0.12182E-02    0.16037E+05
    0.12429E-02    0.16283E+05
    0.12680E-02    0.16531E+05
    0.12936E-02    0.16782E+05
    0.13197E-02    0.17034E+05
    0.13464E-02    0.17289E+05
    0.13736E-02    0.17545E+05
    0.14013E-02    0.17804E+05
    0.14296E-02    0.18065E+05
    0.14585E-02    0.18327E+05
    0.14880E-02    0.18592E+05
    0.15180E-02    0.18858E+05
    0.15487E-02    0.19126E+05
    0.15800E-02    0.19395E+05
    0.16119E-02    0.19666E+05
    0.16445E-02    0.19938E+05
    0.16777E-02    0.20212E+05
    0.17116E-02    0.20487E+05
    0.17462E-02    0.20763E+05
    0.17814E-02    0.21041E+05
    0.18174E-02    0.21319E+05
    0.18541E-02    0.21598E+05
    0.18916E-02    0.21878E+05
    0.19298E-02    0.22159E+05
    0.19688E-02    0.22440E+05
    0.20086E-02    0.22722E+05
    0.20491E-02    0.23004E+05
    0.20905E-02    0.23286E+05
    0.21328E-02    0.23568E+05
    0.21758E-02    0.23851E+05
    0.22198E-02    0.24133E+05
    0.22646E-02    0.24415E+05
    0.23104E-02    0.24696E+05
    0.23571E-02    0.24977E+05
    0.24047E-02    0.25257E+05
    0.24533E-02    0.25536E+05
    0.25028E-02    0.25814E+05
    0.25534E-02    0.26091E+05
    0.26050E-02    0.26367E+05
