0.027441 	 2.797481e+03 	 2.796909e+02 	 1.243343e+03 	 12 	 0.027441 	 0.027441 
0.037701 	 2.188554e+03 	 4.588170e+02 	 -1.232941e+02 	 27 	 0.036816 	 0.038807 
0.042479 	 1.721790e+03 	 4.555938e+02 	 2.880471e+02 	 28 	 0.040701 	 0.044247 
0.046269 	 1.895287e+03 	 -2.833203e+02 	 -1.136730e+02 	 27 	 0.045917 	 0.049087 
0.052303 	 1.621291e+03 	 7.892592e+02 	 -9.156055e+01 	 66 	 0.050598 	 0.054881 
0.058448 	 1.773168e+03 	 1.036254e+03 	 4.658946e+02 	 63 	 0.056237 	 0.061359 
0.064868 	 1.452833e+03 	 7.850974e+02 	 2.990872e+02 	 112 	 0.062574 	 0.067216 
0.072992 	 1.391288e+03 	 4.585406e+02 	 -2.887992e+02 	 141 	 0.069420 	 0.075649 
0.080476 	 1.262030e+03 	 6.296951e+02 	 2.663325e+01 	 169 	 0.077614 	 0.085022 
0.089832 	 1.089323e+03 	 2.627849e+02 	 -2.200232e+02 	 288 	 0.085022 	 0.094262 
0.099999 	 9.150538e+02 	 2.426005e+02 	 -1.773367e+02 	 333 	 0.095846 	 0.104851 
0.111664 	 8.528041e+02 	 3.397609e+02 	 6.610588e+01 	 571 	 0.105566 	 0.117066 
0.124136 	 7.871685e+02 	 3.105594e+02 	 1.032586e+02 	 601 	 0.118345 	 0.128708 
0.137707 	 6.917056e+02 	 2.589543e+02 	 5.669139e+01 	 993 	 0.130452 	 0.144683 
0.153391 	 6.270275e+02 	 1.595863e+02 	 4.046450e+01 	 1264 	 0.145202 	 0.160944 
0.170607 	 5.830374e+02 	 1.878561e+02 	 3.312809e+01 	 1837 	 0.161411 	 0.179102 
0.189823 	 5.147434e+02 	 9.996271e+01 	 1.652543e+01 	 2404 	 0.179522 	 0.199394 
0.211117 	 4.952796e+02 	 1.019629e+02 	 2.956617e+01 	 3448 	 0.199771 	 0.221574 
0.235143 	 4.650622e+02 	 9.802857e+01 	 -1.980765e+01 	 4714 	 0.222253 	 0.246966 
0.261565 	 4.288989e+02 	 6.620896e+01 	 3.931549e+01 	 6412 	 0.247271 	 0.274681 
0.290712 	 4.159079e+02 	 6.076237e+01 	 -5.870015e+00 	 8750 	 0.274955 	 0.305567 
0.323245 	 3.977496e+02 	 5.717832e+01 	 -5.325476e+00 	 12181 	 0.305813 	 0.339644 
0.359896 	 3.908639e+02 	 5.201162e+01 	 -4.549451e+00 	 17009 	 0.340087 	 0.378244 
0.400528 	 3.865977e+02 	 3.624330e+01 	 -3.409019e-01 	 23066 	 0.378642 	 0.420837 
0.445455 	 3.920163e+02 	 2.553494e+01 	 5.670257e+00 	 31800 	 0.421016 	 0.468264 
0.495541 	 4.071272e+02 	 1.960225e+01 	 9.024566e+00 	 43880 	 0.468425 	 0.520940 
0.551400 	 4.361430e+02 	 1.737749e+01 	 1.440830e+01 	 60597 	 0.521084 	 0.579512 
0.613490 	 4.678666e+02 	 1.374067e+01 	 9.797870e+00 	 83151 	 0.579772 	 0.644827 
0.682449 	 5.273253e+02 	 3.791249e+00 	 2.385408e+01 	 114462 	 0.644944 	 0.717352 
0.759183 	 6.135716e+02 	 8.158148e+00 	 2.229659e+01 	 157581 	 0.717457 	 0.798142 
0.841966 	 7.386445e+02 	 8.078168e+00 	 9.351707e+00 	 173402 	 0.798331 	 0.887909 
0.935399 	 9.349235e+02 	 1.003387e+01 	 -1.452299e+01 	 154393 	 0.887993 	 0.987865 
1.036990 	 1.232184e+03 	 -5.031635e+01 	 -9.634388e+01 	 107944 	 0.987941 	 1.099067 
1.146062 	 1.564492e+03 	 -4.156912e+02 	 -6.824518e+02 	 39277 	 1.099136 	 1.222636 
1.257467 	 6.250425e+02 	 -2.355841e+03 	 -5.330701e+03 	 5794 	 1.222759 	 1.353301 
