0.02944 	 8412.95578 	 1227.50668 	 24
0.03554 	 5447.77099 	 -1775.53919 	 6
0.03992 	 4974.77873 	 -172.38955 	 43
0.04867 	 4482.25442 	 -1409.12501 	 63
0.05773 	 3946.86822 	 27.16737 	 105
0.06962 	 3250.43653 	 -719.28814 	 205
0.08382 	 2692.91434 	 94.23481 	 325
0.10069 	 2205.42903 	 189.98957 	 601
0.12068 	 1798.90119 	 -107.61432 	 960
0.14441 	 1502.66438 	 -0.66035 	 1712
0.17274 	 1209.71701 	 69.91861 	 2842
0.20657 	 979.62334 	 6.54024 	 4949
0.24731 	 861.84068 	 39.73359 	 8474
0.29624 	 732.47866 	 48.44843 	 14666
0.35479 	 637.32769 	 24.33263 	 25029
0.42472 	 571.83477 	 19.97621 	 42958
0.54825 	 550.89741 	 -18.10221 	 1753
0.68706 	 486.35631 	 37.18008 	 3581
0.86239 	 459.28665 	 30.05879 	 7007
1.08180 	 428.95993 	 -1.83289 	 13845
1.35687 	 386.24455 	 9.19315 	 27292
1.70152 	 338.22952 	 9.23801 	 53770
2.13305 	 276.83792 	 -0.07462 	 105777
2.67443 	 206.13464 	 2.70950 	 208872
3.35384 	 135.73394 	 0.41836 	 411987
4.20516 	 81.81579 	 -0.41254 	 811139
